,ct,cos,covid19,cos
1530,larger,0.9607252478599548,01109,0.9679330587387085
1531,372,0.9607237577438354,hopkin,0.9679315090179443
1532,transfus,0.960652232170105,inactiv,0.9679131507873535
1533,mobil,0.9604834318161011,compil,0.9679018259048462
1534,admit,0.9604753255844116,7th,0.9678794145584106
1535,preclinicalclin,0.9604008197784424,43,0.9678428173065186
1536,postpon,0.9603989124298096,franc,0.9677817821502686
1537,proactiv,0.96038419008255,35,0.9677411317825317
1538,05,0.9601644277572632,uncommon,0.9676476716995239
1539,emphysema,0.9600945711135864,emphysema,0.9676464796066284
1540,commonli,0.9600750803947449,372,0.9676238894462585
1541,303,0.9600193500518799,nondiabet,0.967504620552063
1542,educ,0.9599695205688477,intend,0.9675045013427734
1543,390000,0.959897518157959,matter,0.9674729108810425
1544,anticip,0.9598862528800964,keep,0.967451810836792
1545,sarscoa,0.9598844647407532,agglomer,0.9674349427223206
1546,agglomer,0.9598815441131592,738,0.9674283266067505
1547,stakehold,0.9598047733306885,organis,0.967333197593689
1548,unproven,0.9598035216331482,enceph,0.9672603607177734
1549,expediti,0.9597768783569336,symptomsrhinorrheasneezingnas,0.9672571420669556
1550,saliva,0.9597352147102356,postpon,0.9671963453292847
1551,pneumonialik,0.95973140001297,ward,0.9671908617019653
1552,anesthet,0.9597002863883972,lymphocytopenia,0.9671895503997803
1553,vomitingnausea,0.9596878886222839,stakehold,0.9671466946601868
1554,nondiabet,0.9596731066703796,antiproinflammatori,0.9671258926391602
1555,hostpathogen,0.9595724940299988,propag,0.9670289754867554
1556,drew,0.9595564007759094,arm,0.9669960141181946
1557,329354,0.959498405456543,commentari,0.9668285846710205
1558,graphen,0.9594560861587524,cigarett,0.966789960861206
1559,inactiv,0.9594273567199707,vivo,0.9667896032333374
1560,antibodydepend,0.9593752026557922,categori,0.9667180776596069
1561,europ,0.9592294096946716,05,0.9666796922683716
1562,disinfect,0.9591975212097168,upload,0.9666725397109985
1563,propag,0.959190845489502,ancestor,0.9666262865066528
1564,219,0.9591234922409058,329354,0.966608464717865
1565,2400000,0.9591026902198792,infrequ,0.9665714502334595
1566,alert,0.959077000617981,400,0.966551661491394
1567,preappoint,0.9590467214584351,fabric,0.9665367603302002
1568,proper,0.9589753150939941,whose,0.9664514064788818
1569,quercetin,0.9589053392410278,aggreg,0.9664385318756104
1570,199,0.9588426947593689,reservoir,0.9664315581321716
1571,01109,0.9587921500205994,development,0.9664170145988464
1572,reservoir,0.9586842060089111,viabl,0.9663681387901306
1573,400,0.9586137533187866,unbias,0.9663565754890442
1574,presum,0.9586069583892822,newer,0.966270387172699
1575,irrepar,0.9585185647010803,nl63,0.9662444591522217
1576,commentari,0.9584916830062866,275,0.965972363948822
1577,brain,0.958443284034729,irrepar,0.9659223556518555
1578,2914,0.9584002494812012,2859,0.965907633304596
1579,2859,0.9583834409713745,pfkfb3,0.9656388163566589
1580,fetbas,0.9583812952041626,ban,0.9655988812446594
1581,ward,0.958291232585907,saliva,0.965593695640564
1582,organis,0.9582638740539551,educ,0.9655653238296509
1583,antiproinflammatori,0.9582419395446777,alert,0.9655593037605286
1584,selflimit,0.9581644535064697,exploratori,0.9654550552368164
1585,technolog,0.9581513404846191,anesthet,0.9654264450073242
1586,phylogenet,0.9580739140510559,mass,0.9653371572494507
1587,men,0.9580406546592712,larger,0.9652931094169617
1588,endoplasm,0.958035945892334,upcom,0.9652820825576782
1589,creat,0.9579554796218872,busi,0.9652575254440308
1590,newer,0.9579534530639648,announc,0.9651892185211182
1591,versatil,0.9579401612281799,210,0.9650561213493347
1592,nl63,0.9579116702079773,interferon,0.9649921655654907
1593,ncov,0.9578921794891357,altern,0.9649744033813477
1594,arm,0.9578767418861389,selflimit,0.9649286270141602
1595,aspart,0.9578218460083008,2432020,0.9649278521537781
1596,reticulum,0.9578192234039307,surgeon,0.9648818373680115
1597,018,0.9578045606613159,pneumothorax,0.9648511409759521
1598,210,0.9577810764312744,endoplasm,0.9648302793502808
1599,endem,0.9577351808547974,646,0.9647722840309143
1600,briefli,0.9576932191848755,2722,0.9647116661071777
1601,phylogram,0.9576740264892578,lethal,0.9646413922309875
1602,hybrid,0.9575825929641724,11963,0.9646342992782593
1603,fifth,0.9575476050376892,sure,0.9646182656288147
1604,fraction,0.9574920535087585,invit,0.9644408822059631
1605,uncommon,0.9574911594390869,discharg,0.9643621444702148
1606,pneumothorax,0.9574357867240906,inhibitor,0.9643315076828003
1607,concis,0.957388699054718,neg,0.9643248319625854
1608,hopkin,0.9572832584381104,preappoint,0.9642971754074097
1609,busi,0.9572616815567017,antibodydepend,0.9642569422721863
1610,whose,0.9572363495826721,elisabas,0.9642372131347656
1611,aggreg,0.9570670127868652,2914,0.9641677141189575
1612,development,0.9570105075836182,reactiv,0.9641386270523071
1613,enceph,0.9569852948188782,commonli,0.9641269445419312
1614,domin,0.9569488763809204,brain,0.9641219973564148
1615,275,0.9568821787834167,mrna,0.9640570282936096
1616,syndromelik,0.9568209648132324,discoveri,0.9640380144119263
1617,succinct,0.9567981958389282,proper,0.9639537930488586
1618,infrequ,0.9567509889602661,whole,0.9638301134109497
1619,upcom,0.956728458404541,eight,0.9638269543647766
1620,mrna,0.9566922783851624,concis,0.9637736082077026
1621,elisabas,0.9566713571548462,aspart,0.963763952255249
1622,305275,0.9565325975418091,fraction,0.9637489914894104
1623,inhibitor,0.9564988613128662,longestablish,0.9637213349342346
1624,49,0.9563339948654175,sarscovderiv,0.9637197256088257
1625,mass,0.9563062191009521,endem,0.9636989831924438
1626,biotherapeut,0.956283450126648,syndromelik,0.9636384844779968
1627,extracorpor,0.956278383731842,throatpharyng,0.9635458588600159
1628,646,0.9562631845474243,nosocomi,0.963304340839386
1629,whole,0.9562547206878662,betacoronaviru,0.9632509350776672
1630,categori,0.9559584259986877,physiolog,0.9632070660591125
1631,electrolyt,0.9559506177902222,briefli,0.96317058801651
1632,endoscopi,0.9558802843093872,faster,0.9631389379501343
1633,186,0.9558734893798828,healthi,0.9631354212760925
1634,cigarett,0.955845057964325,postinfecti,0.9630598425865173
1635,entail,0.9558118581771851,vomitingnausea,0.9629810452461243
1636,symptomsrhinorrheasneezingnas,0.9557725191116333,staff,0.9629746079444885
1637,viroporin,0.9556806683540344,spillov,0.9629215598106384
1638,glial,0.9556798934936523,018,0.9628915190696716
1639,wrote,0.9556622505187988,transistor,0.9628695249557495
1640,sure,0.9556586146354675,fetbas,0.9626608490943909
1641,lymphocytopenia,0.9555641412734985,390000,0.9625868797302246
1642,betacoronaviru,0.9555248618125916,hostpathogen,0.9625742435455322
1643,platform,0.9554506540298462,224358,0.9625086784362793
1644,live,0.9554316997528076,87109,0.962480366230011
1645,478,0.9554312825202942,dispers,0.9622828364372253
1646,faster,0.9554226994514465,20,0.9622684717178345
1647,spillov,0.9553993940353394,quercetin,0.9622477889060974
1648,lowest,0.9552847146987915,diabetologist,0.9622080326080322
1649,throatpharyng,0.955132246017456,6600000,0.9621509909629822
1650,2722,0.9551255702972412,eye,0.9621375799179077
1651,trim,0.9549532532691956,proactiv,0.9620374441146851
1652,victim,0.9549259543418884,align,0.9620080590248108
1653,coronavirida,0.954778254032135,11th,0.9619569778442383
1654,gave,0.9547374844551086,victim,0.9619088172912598
1655,physiolog,0.9547237753868103,49,0.9618926048278809
1656,eight,0.9546670913696289,174268,0.9618070721626282
1657,publicli,0.9546104669570923,478,0.9617722630500793
1658,malais,0.9545352458953857,stem,0.9617475271224976
1659,ever,0.9544995427131653,live,0.9617250561714172
1660,bia,0.9544774889945984,extracorpor,0.961635172367096
1661,staff,0.954418420791626,wast,0.9615866541862488
1662,angiotensin,0.9544110298156738,bia,0.9615670442581177
1663,nosocomi,0.954332172870636,nonurg,0.9615039825439453
1664,transistor,0.9541885256767273,cent,0.9614776372909546
1665,discoveri,0.9541841149330139,539,0.9614702463150024
1666,differenti,0.9541655778884888,versatil,0.9614275693893433
1667,cent,0.9540256261825562,entail,0.9614167213439941
1668,diabetologist,0.9540051221847534,succinct,0.9613766670227051
1669,paniculata,0.9539729952812195,1528,0.9613397121429443
1670,cold,0.95395427942276,trim,0.9613296985626221
1671,postinfecti,0.953944206237793,bilirubin,0.961057186126709
1672,96000,0.953708291053772,lowest,0.9610430598258972
1673,immunosenesc,0.9536577463150024,antibodycytokinebas,0.9610301852226257
1674,dispers,0.9535254836082458,local,0.9610105156898499
1675,longestablish,0.9535090327262878,subunit,0.9609191417694092
1676,align,0.9534879326820374,ultim,0.9608692526817322
1677,11th,0.9534021019935608,fifth,0.9608505368232727
1678,local,0.9533929824829102,zika,0.9608321189880371
1679,eye,0.9533253908157349,boost,0.9608246684074402
1680,87109,0.9532502293586731,electrolyt,0.960767388343811
1681,upon,0.9531826972961426,endoscopi,0.9607619047164917
1682,antiinfecti,0.9530479907989502,biotherapeut,0.9606989622116089
1683,frail,0.9530192017555237,pneumonialik,0.9606605768203735
1684,upload,0.9529852867126465,upon,0.9606457948684692
1685,societ,0.952923059463501,surgic,0.9606003165245056
1686,invit,0.9529190063476562,perceiv,0.9605238437652588
1687,subunit,0.9528941512107849,prepar,0.9605008363723755
1688,115,0.9528829455375671,surviv,0.9604376554489136
1689,nonurg,0.9528499245643616,malais,0.9603297114372253
1690,539,0.9528318047523499,absenc,0.9602996110916138
1691,particip,0.9527473449707031,viroporin,0.9602454900741577
1692,presymptomat,0.9526832699775696,antiinfecti,0.9602367877960205
1693,intend,0.9526662230491638,latter,0.960210382938385
1694,lethal,0.9524881839752197,noninfecti,0.9601489305496216
1695,controversi,0.9524871110916138,societ,0.960111141204834
1696,list,0.9523829817771912,predefin,0.960017204284668
1697,iran,0.9523703455924988,186,0.9599739909172058
1698,nasopharyng,0.9523097276687622,controversi,0.9599599242210388
1699,ban,0.9521408081054688,244,0.9596706628799438
1700,47,0.951735258102417,iran,0.9595666527748108
1701,immedi,0.9517014622688293,96000,0.9595518112182617
1702,imper,0.9516056776046753,quick,0.9595223069190979
1703,mellitu,0.9515916109085083,ovul,0.9594964981079102
1704,bilirubin,0.951577365398407,infanc,0.9593853950500488
1705,formal,0.9513253569602966,similarli,0.9593399167060852
1706,toxicolog,0.9513244032859802,formal,0.9593201279640198
1707,preliminari,0.9512552618980408,disinfect,0.9592523574829102
1708,absenc,0.951227068901062,ncov,0.9592340588569641
1709,harm,0.9511991143226624,2988,0.9591118097305298
1710,6600000,0.9511598348617554,formid,0.9591025710105896
1711,295,0.9511312246322632,asthma,0.9590628147125244
1712,subtl,0.9510370492935181,graphen,0.9589963555335999
1713,20,0.9509648084640503,differenti,0.958852231502533
1714,quick,0.9507077932357788,gradual,0.9588170647621155
1715,spite,0.9506709575653076,ever,0.9587769508361816
1716,track,0.9506344795227051,deliveri,0.9586418867111206
1717,perceiv,0.950629472732544,wrote,0.9586373567581177
1718,represent,0.9505268335342407,immunosuppress,0.9586277008056641
1719,prepar,0.9504377841949463,190,0.9586214423179626
1720,zika,0.9504212141036987,paniculata,0.9585951566696167
1721,boost,0.9504029750823975,platform,0.9585458636283875
1722,predefin,0.9504029750823975,64,0.9585280418395996
1723,build,0.9503976106643677,frail,0.9584783911705017
1724,infrastructur,0.950201153755188,batderiv,0.958336353302002
1725,introduc,0.9501141309738159,coat,0.9583271741867065
1726,461715,0.9500970244407654,directli,0.9582992792129517
1727,unlik,0.950075626373291,publicli,0.9581823348999023
1728,surgic,0.9499375224113464,disproportion,0.95798259973526
1729,similarli,0.9499334096908569,imper,0.9579181671142578
1730,iron,0.9498509168624878,0134453,0.9579106569290161
1731,latter,0.9498138427734375,accordingli,0.9578770995140076
1732,dysfunct,0.9497538208961487,authori,0.957680881023407
1733,pretreat,0.949752688407898,presymptomat,0.9575961828231812
1734,0134453,0.9497404098510742,295,0.9575543403625488
1735,reorganis,0.9496889114379883,agil,0.9575480818748474
1736,chart,0.9495917558670044,iggigm,0.9574578404426575
1737,coat,0.9495521187782288,angiotensin,0.9574527740478516
1738,surviv,0.9494968056678772,air,0.9574204087257385
1739,healthi,0.9494878649711609,glial,0.9573925733566284
1740,2988,0.9494771361351013,cold,0.9573503732681274
1741,wast,0.9494645595550537,build,0.9573159217834473
1742,immunosuppress,0.9494204521179199,member,0.9572958946228027
1743,accordingli,0.9494078755378723,nasopharyng,0.9572573304176331
1744,conscious,0.9493347406387329,represent,0.9572339057922363
1745,857,0.949327290058136,serin,0.9572279453277588
1746,weaken,0.9492943286895752,allel,0.9570530652999878
1747,infanc,0.9492720365524292,goal,0.9569612741470337
1748,myalgia,0.9491727352142334,234,0.9567118883132935
1749,authori,0.949000895023346,stand,0.9566270709037781
1750,socal,0.9489810466766357,216,0.9562576413154602
1751,least,0.948940634727478,immedi,0.9562230110168457
1752,serin,0.9489394426345825,connect,0.9561774730682373
1753,234,0.9488655924797058,explan,0.9559676647186279
1754,member,0.9488466382026672,462801,0.9559200406074524
1755,directli,0.9486628770828247,conscious,0.9557902216911316
1756,190,0.9486467838287354,059818,0.955768883228302
1757,deliveri,0.9485028386116028,sporad,0.9556953310966492
1758,iggigm,0.9484926462173462,lifesav,0.9555453658103943
1759,sporad,0.9484814405441284,track,0.9555126428604126
1760,stem,0.9481045603752136,depend,0.9554019570350647
1761,favor,0.9481019973754883,mothertochild,0.9552580714225769
1762,lifesav,0.9480496644973755,least,0.9551588892936707
1763,224358,0.9480124711990356,170000,0.9551343321800232
1764,opinion,0.9479865431785583,accompani,0.9551049470901489
1765,antibodycytokinebas,0.9479650855064392,toxicolog,0.9550125002861023
1766,stand,0.9479197263717651,durat,0.9549453258514404
1767,twofold,0.9478878974914551,137264,0.9546444416046143
1768,ultim,0.9476455450057983,reorganis,0.9546026587486267
1769,170000,0.9476110935211182,mellitu,0.9544044137001038
1770,pronounc,0.9475955963134766,chart,0.9543776512145996
1771,244,0.9474959373474121,compon,0.9543390274047852
1772,psycholog,0.947461724281311,particip,0.9543195962905884
1773,expand,0.9473210573196411,weaken,0.9542845487594604
1774,consent,0.9471510052680969,13413,0.9542242884635925
1775,clarifi,0.9470914602279663,immunosenesc,0.9540488123893738
1776,flexibl,0.9470492601394653,socal,0.9540213346481323
1777,174268,0.9469236135482788,infrastructur,0.9539545774459839
1778,asthma,0.9467247724533081,iron,0.9539036750793457
1779,formid,0.9466767907142639,particl,0.9538509845733643
1780,depend,0.9466646909713745,opinion,0.9534498453140259
1781,best,0.9465134143829346,psycholog,0.953382670879364
1782,noninfecti,0.9463604688644409,857,0.95329749584198
1783,13413,0.9463275671005249,expand,0.9532954692840576
1784,air,0.9462950229644775,spite,0.9532923698425293
1785,goal,0.9461513757705688,preliminari,0.9532912373542786
1786,batderiv,0.9461159706115723,fieldeffect,0.9532403945922852
1787,durat,0.9459317922592163,alloc,0.9531122446060181
1788,item,0.9459015130996704,defens,0.953041672706604
1789,216,0.9456108808517456,twofold,0.9530370235443115
1790,believ,0.9455679059028625,myalgia,0.9530024528503418
1791,2977,0.94556725025177,class,0.9528771638870239
1792,practition,0.9453868269920349,rnai,0.9528214931488037
1793,gastroenter,0.94537353515625,serv,0.9528048634529114
1794,compon,0.9453638195991516,120,0.95268315076828
1795,hand,0.9453622698783875,subcutan,0.9526635408401489
1796,ovul,0.945359468460083,best,0.9526073932647705
1797,135,0.945275068283081,harm,0.9524274468421936
1798,suppress,0.945120096206665,telemedicin,0.9524248838424683
1799,gradual,0.9450796246528625,unlik,0.952385425567627
1800,agil,0.9450433850288391,suppress,0.9523523449897766
1801,fieldeffect,0.9449799060821533,convey,0.9522818326950073
1802,advic,0.9448192119598389,list,0.9522516131401062
1803,convey,0.9447910785675049,115,0.9521262645721436
1804,120,0.9446835517883301,slight,0.9520171880722046
1805,defens,0.944661021232605,introduc,0.9519805908203125
1806,class,0.9444493651390076,favor,0.9518542289733887
1807,disproportion,0.9444258213043213,47,0.9518107771873474
1808,school,0.9443783760070801,persontoperson,0.9514257907867432
1809,redaciclovir,0.9441395998001099,redaciclovir,0.9513774514198303
1810,conflict,0.9440926909446716,148,0.9512839317321777
1811,subcutan,0.9440819025039673,ophthalm,0.951237678527832
1812,mothertochild,0.9439700841903687,haplotyp,0.9511927366256714
1813,particl,0.9439380764961243,dysfunct,0.9511780142784119
1814,rnai,0.9438729882240295,subtl,0.9510644674301147
1815,visit,0.9437566995620728,135,0.9510542154312134
1816,serv,0.943416178226471,prospect,0.9509900808334351
1817,diarrhoea,0.9433808922767639,proinflammatori,0.9509537220001221
1818,462801,0.9432946443557739,pretreat,0.9509276747703552
1819,formerli,0.9431858062744141,foreign,0.9508426189422607
1820,haplotyp,0.9426289200782776,consent,0.9508147239685059
1821,connect,0.9426288604736328,pronounc,0.9508084058761597
1822,allel,0.9425843954086304,otolaryngologist,0.9506924152374268
1823,otolaryngologist,0.9425715208053589,deaths1,0.9505053758621216
1824,intermediari,0.9425429105758667,intermediari,0.9503214955329895
1825,148,0.9425013661384583,advic,0.9503191113471985
1826,prospect,0.9424840807914734,visit,0.9501751661300659
1827,059818,0.9424629211425781,clarifi,0.9500691294670105
1828,foreign,0.9424599409103394,diarrhoea,0.9498933553695679
1829,run,0.9424024820327759,8th,0.9496889710426331
1830,telemedicin,0.9422613382339478,hepatocellular,0.9496767520904541
1831,alloc,0.9422529339790344,wellb,0.949548065662384
1832,rhinorrhoea,0.9422151446342468,2977,0.9493942260742188
1833,conceiv,0.9421600103378296,formerli,0.9492491483688354
1834,marker,0.9421494007110596,uncompl,0.9491135478019714
1835,slight,0.9420694708824158,pharyng,0.9490940570831299
1836,deaths1,0.9420298337936401,461715,0.9490261077880859
1837,explan,0.941966712474823,exponenti,0.9489824175834656
1838,shine,0.941897988319397,conceiv,0.9489021301269531
1839,metaregress,0.9417147636413574,rhinorrhoea,0.9488740563392639
1840,cochran,0.9416037201881409,vari,0.9486971497535706
1841,expect,0.9415921568870544,shine,0.9486882090568542
1842,modifi,0.941412627696991,hand,0.9482407569885254
1843,64,0.9413770437240601,intent,0.9480240345001221
1844,hepatocellular,0.9412145614624023,believ,0.9479283094406128
1845,accompani,0.9411386251449585,flexibl,0.9476823210716248
1846,incurs,0.9408364295959473,escap,0.9476115107536316
1847,radiograph,0.9407674074172974,drugsvaccin,0.9474074244499207
1848,somewhat,0.9406015872955322,cochran,0.9473540782928467
1849,recurr,0.9405401945114136,fertil,0.9468387961387634
1850,2400,0.9404820203781128,practition,0.9467397928237915
1851,ophthalm,0.9404210448265076,167073,0.9466326236724854
1852,proinflammatori,0.939940333366394,item,0.9464898705482483
1853,face,0.9398930668830872,gastroenter,0.9464434385299683
1854,uncompl,0.9398089647293091,biosens,0.9464104175567627
1855,prescript,0.9397947788238525,block,0.9463605284690857
1856,8th,0.9396116137504578,recurr,0.9463437795639038
1857,biosens,0.9395473003387451,periop,0.9463364481925964
1858,intent,0.939500629901886,school,0.9459521770477295
1859,complex,0.9394276738166809,3300,0.9457436203956604
1860,inappropri,0.9389840364456177,conflict,0.9456255435943604
1861,distinguish,0.938909649848938,seri,0.9456223845481873
1862,ago,0.9388574361801147,sustain,0.945584774017334
1863,vari,0.9387438297271729,expect,0.9455689191818237
1864,drugsvaccin,0.9386935830116272,modifi,0.9455664157867432
1865,escap,0.9384928345680237,enough,0.9455100297927856
1866,abdomen,0.9384909272193909,interleukin,0.9454833269119263
1867,21st,0.9384039640426636,prescript,0.9453170299530029
1868,persontoperson,0.9382436275482178,nine,0.9452481865882874
1869,speedi,0.938225507736206,face,0.9449473023414612
1870,fertil,0.9382219314575195,environment,0.9448751211166382
1871,nine,0.9381483197212219,484,0.9448408484458923
1872,interleukin,0.9380636215209961,metaregress,0.9448345303535461
1873,exponenti,0.9379734992980957,somewhat,0.9447932243347168
1874,polyprotein,0.9379279017448425,bronchoscopi,0.9444184303283691
1875,block,0.9378936886787415,mhc,0.9443761110305786
1876,labil,0.9376988410949707,2400,0.9443467855453491
1877,enough,0.937585175037384,ad,0.9443081617355347
1878,exert,0.9375803470611572,lay,0.9442791938781738
1879,undistinguish,0.9373214244842529,preced,0.9442302584648132
1880,wellb,0.9372479915618896,incurs,0.944148063659668
1881,sludg,0.9372202754020691,21st,0.9441174268722534
1882,167073,0.937084436416626,undistinguish,0.9439535737037659
1883,vasculatur,0.9370536208152771,56,0.9439132213592529
1884,1931023,0.9370483756065369,mildli,0.943748414516449
1885,510,0.9368767142295837,marker,0.9436678886413574
1886,ebola,0.9367988109588623,run,0.9436485767364502
1887,484,0.936728298664093,exert,0.9436483383178711
1888,137264,0.9367139935493469,complex,0.9435453414916992
1889,handl,0.9366288185119629,510,0.9434420466423035
1890,3300,0.9365124702453613,defici,0.9434097409248352
1891,periop,0.9364815354347229,homolog,0.943246066570282
1892,56,0.9364773035049438,phosphatebuff,0.9432438611984253
1893,pharyng,0.9364279508590698,rbd,0.9432017207145691
1894,eas,0.9363231062889099,200,0.9430667161941528
1895,homolog,0.9363107085227966,creactiv,0.9430594444274902
1896,pivot,0.9362227916717529,98,0.9428844451904297
1897,neuron,0.936088502407074,handl,0.9428349137306213
1898,cytometri,0.9360217452049255,extent,0.9427788853645325
1899,autoimmun,0.9359905123710632,ago,0.94268399477005
1900,preced,0.9358267784118652,leap,0.9426484704017639
1901,creactiv,0.9358266592025757,autoimmun,0.9423118233680725
1902,lay,0.9356836080551147,balanc,0.9422101974487305
1903,1115,0.9355204701423645,45,0.9421937465667725
1904,82,0.935419499874115,cnki,0.9421887993812561
1905,extent,0.9353027939796448,forget,0.9421442747116089
1906,balanc,0.9352369904518127,special,0.9420350193977356
1907,45,0.9351603984832764,distinguish,0.9419692754745483
1908,defici,0.9349484443664551,multifactori,0.9419448375701904
1909,interestingli,0.9349243640899658,pivot,0.9416439533233643
1910,47000,0.9346930980682373,70000,0.9416229724884033
1911,rbd,0.9346132874488831,polyprotein,0.9416183233261108
1912,miscarriag,0.9345005750656128,inappropri,0.9415072798728943
1913,cnki,0.934316098690033,theme,0.9412299990653992
1914,renal,0.934272289276123,fourth,0.9411517381668091
1915,multifactori,0.9341733455657959,49053,0.940943717956543
1916,deem,0.9340884685516357,1931023,0.9408961534500122
1917,leap,0.9340883493423462,strictli,0.9407182931900024
1918,maximum,0.9340400695800781,82,0.9407163262367249
1919,infectu,0.9338188767433167,uptak,0.9405356645584106
1920,inflammag,0.9337625503540039,suffer,0.9404579401016235
1921,sustain,0.9336948394775391,maximum,0.9403976798057556
1922,seri,0.9336382746696472,renal,0.9403963088989258
1923,49053,0.9335677623748779,deem,0.9403554797172546
1924,strictli,0.9334710836410522,vasculatur,0.9403280019760132
1925,special,0.933320164680481,209362,0.9399277567863464
1926,perspect,0.9331658482551575,miscarriag,0.9397467374801636
1927,uptak,0.9331026673316956,1115,0.939649224281311
1928,fourth,0.9330495595932007,cytometri,0.939471960067749
1929,forget,0.9328961372375488,radiograph,0.9393310546875
1930,cluster,0.932806134223938,transport,0.9392726421356201
1931,ad,0.9325506091117859,batslcovzxc21,0.9392459392547607
1932,transferas,0.9325354099273682,ebola,0.939203143119812
1933,12th,0.9324170351028442,47000,0.9391088485717773
1934,phosphatebuff,0.9324063658714294,gammaglutamyl,0.9390981197357178
1935,gammaglutamyl,0.9322386980056763,infectu,0.938861608505249
1936,think,0.9320737719535828,eas,0.9387129545211792
1937,98,0.9316522479057312,think,0.9387075901031494
1938,environment,0.931531548500061,interestingli,0.9386953115463257
1939,bronchoscopi,0.9314650893211365,white,0.9386888742446899
1940,mhc,0.931400716304779,abdomen,0.9384164810180664
1941,problem,0.9310186505317688,neuron,0.9384070038795471
1942,valuat,0.9308013319969177,d,0.9382808208465576
1943,chikungunya,0.9306991100311279,problem,0.9380772709846497
1944,attack,0.9306142330169678,commonest,0.9380507469177246
1945,exclud,0.9305822849273682,inflammag,0.9379324913024902
1946,white,0.9303396940231323,820,0.937355637550354
1947,d,0.9303016662597656,cluster,0.9369863867759705
1948,209362,0.9302321076393127,1372197,0.9367353916168213
1949,commonest,0.9301701188087463,perspect,0.9367135167121887
1950,thought,0.929797887802124,thought,0.9364916086196899
1951,aspir,0.9297439455986023,chikungunya,0.9364334940910339
1952,34,0.9294694662094116,sludg,0.9363765716552734
1953,70000,0.9294385313987732,costeffect,0.9361087679862976
1954,lowincom,0.9292704463005066,lie,0.9360488653182983
1955,theme,0.9290664196014404,neutrophil,0.9359564781188965
1956,classifi,0.9289467334747314,promot,0.9358903765678406
1957,spontan,0.9289321303367615,transferas,0.9358633756637573
1958,aid,0.9287914037704468,myositi,0.9354205131530762
1959,slightli,0.9287657737731934,glucovigil,0.9353572130203247
1960,820,0.9287132024765015,aspir,0.9349962472915649
1961,1372197,0.9285135269165039,excess,0.9348865151405334
1962,lost,0.9284943342208862,shorten,0.9348188638687134
1963,tomograph,0.9281749129295349,tomograph,0.9347032308578491
1964,neutrophil,0.928161084651947,spontan,0.9346673488616943
1965,excess,0.9281506538391113,disabl,0.9343799948692322
1966,200,0.9280645847320557,stimuli,0.9342434406280518
1967,lie,0.9277980923652649,routin,0.9341963529586792
1968,assay,0.9277556538581848,12th,0.934154748916626
1969,independ,0.9277024865150452,smoke,0.9341497421264648
1970,suffer,0.927526593208313,speedi,0.9340587854385376
1971,mildli,0.9273703098297119,34,0.9340564608573914
1972,personnel,0.9273681044578552,interlink,0.9340300559997559
1973,costeffect,0.9273486733436584,concentr,0.9338546991348267
1974,transport,0.9272832870483398,alanin,0.9338079690933228
1975,smoke,0.9270117282867432,meshcompli,0.9333397746086121
1976,shorten,0.9269817471504211,independ,0.9330112338066101
1977,glucovigil,0.9264801740646362,classifi,0.9329869151115417
1978,paramet,0.9262832999229431,maker,0.9327784776687622
1979,myositi,0.926270067691803,labil,0.9327414035797119
1980,shift,0.9261698126792908,mostli,0.9327201247215271
1981,cancer,0.9260459542274475,assay,0.9324550628662109
1982,feasibl,0.9258973002433777,valuat,0.9324337244033813
1983,overcom,0.925672709941864,exclud,0.9320648312568665
1984,vital,0.9254757165908813,personnel,0.9320006966590881
1985,interlink,0.9250563383102417,relationship,0.9319930076599121
1986,disabl,0.9249755144119263,lost,0.9319446086883545
1987,real,0.9248591661453247,slightli,0.9318681955337524
1988,alanin,0.9247274398803711,paramet,0.9315038919448853
1989,draw,0.9247128367424011,altogeth,0.9313982129096985
1990,batslcovzxc21,0.9247115254402161,child,0.9313679337501526
1991,child,0.9241728782653809,bronchoalveolar,0.9313439726829529
1992,concentr,0.9241460561752319,attack,0.9312635660171509
1993,anoth,0.9237527251243591,aid,0.9312360882759094
1994,fetu,0.9235024452209473,4300,0.9311373829841614
1995,maker,0.9233665466308594,521,0.930760383605957
1996,521,0.9227750301361084,80,0.9300742149353027
1997,forward,0.9225602746009827,real,0.9300433397293091
1998,therapeuticprophylact,0.9219708442687988,react,0.929923415184021
1999,altogeth,0.9215415716171265,fetu,0.9296863079071045
