,ct,cos,mask,cos
1529,mellitusknown,0.10180266201496124,advers,0.21194623410701752
1530,hypox,0.10167009383440018,151,0.2119062840938568
1531,jdh,0.10157693922519684,ultraviolet,0.21180441975593567
1532,60,0.10137851536273956,viewpoint,0.211803138256073
1533,shown,0.10112792253494263,worksafeti,0.21178311109542847
1534,congreg,0.10104629397392273,scarciti,0.21174266934394836
1535,open,0.1009485274553299,129,0.2116767168045044
1536,third,0.10089975595474243,extracorpor,0.21144099533557892
1537,pilot,0.10076773166656494,constant,0.21124210953712463
1538,anosmia,0.10073251277208328,note,0.21115978062152863
1539,expert,0.10068851709365845,earliest,0.21110570430755615
1540,venou,0.10064851492643356,comparison,0.2110637128353119
1541,conjunctiv,0.10059390962123871,iv,0.21104449033737183
1542,phskc,0.100479856133461,spite,0.21091507375240326
1543,951,0.10037779808044434,ear,0.21085917949676514
1544,verifi,0.1003621369600296,inde,0.21081046760082245
1545,camp,0.10035932064056396,393,0.2107803374528885
1546,cpe,0.10030817985534668,dexamethason,0.2107430398464203
1547,€15000,0.10025802254676819,qt,0.2106945663690567
1548,slower,0.10024819523096085,overabund,0.2106693685054779
1549,0013,0.10022594034671783,hyperimmun,0.2104141265153885
1550,comfort,0.10017582774162292,proxim,0.21026642620563507
1551,paid,0.10010765492916107,nervou,0.2099371999502182
1552,clusterrandom,0.10009735822677612,tinnitu,0.20940449833869934
1553,twelv,0.1000940278172493,babi,0.20927917957305908
1554,biolog,0.10002225637435913,benefici,0.20922666788101196
1555,preterm,0.09998423606157303,nine,0.20919474959373474
1556,leukocyt,0.09997520595788956,inadequ,0.20888736844062805
1557,melbourn,0.09996743500232697,newborn,0.20883724093437195
1558,endpoint,0.0997856929898262,561,0.2084367871284485
1559,bid,0.09976181387901306,instagram,0.2084033042192459
1560,steril,0.09962876886129379,lesson,0.208367258310318
1561,steam,0.09961496293544769,sarscov2specif,0.20811781287193298
1562,accommod,0.09958411753177643,front,0.2079852819442749
1563,disease2019,0.09943272173404694,fine,0.20793132483959198
1564,innov,0.0994056835770607,heterogen,0.2074575424194336
1565,input,0.09935162216424942,hospitalacquir,0.20715591311454773
1566,cost,0.09916805475950241,135,0.2066430151462555
1567,acidfast,0.09916278719902039,final,0.206501305103302
1568,conceiv,0.09910020232200623,syndrome13sever,0.20648521184921265
1569,010,0.0990094467997551,lymphocyt,0.2062528431415558
1570,ecosystem,0.09879744797945023,anticoagul,0.2061687707901001
1571,servic,0.09865947812795639,fortythre,0.20596253871917725
1572,toward,0.09860943257808685,web,0.2058986872434616
1573,descript,0.09858796000480652,led,0.2058752179145813
1574,tabl,0.09854211658239365,2664,0.2058231234550476
1575,cellulos,0.09846334159374237,defeat,0.2056019902229309
1576,broaden,0.09836871922016144,relationship,0.20538748800754547
1577,anticovid,0.09834638983011246,ffp2ffp3,0.20518583059310913
1578,relationship,0.09830497205257416,457,0.20454978942871094
1579,michiganmand,0.09815939515829086,laparoscop,0.20447635650634766
1580,pillar,0.09815328568220139,ace,0.20424506068229675
1581,ophthalmolog,0.09812362492084503,wellestablish,0.20423327386379242
1582,enter,0.098032645881176,hold,0.20421983301639557
1583,spite,0.09801069647073746,forc,0.20415939390659332
1584,near,0.09780509769916534,iraqi,0.20412111282348633
1585,419582,0.09780053794384003,distinct,0.20398835837841034
1586,788,0.09774523228406906,computer,0.20385576784610748
1587,strateg,0.09763208776712418,hong,0.20385345816612244
1588,ffp2,0.09755763411521912,paid,0.20363475382328033
1589,ageadjust,0.09751914441585541,grow,0.2031039595603943
1590,placeboequival,0.09743455797433853,168,0.20298203825950623
1591,contraind,0.0973673164844513,woman,0.20283867418766022
1592,olfactori,0.09724348783493042,7th,0.20271873474121094
1593,rail,0.09721420705318451,surviv,0.20266932249069214
1594,given,0.09721127897500992,k10concomit,0.20260398089885712
1595,simultan,0.09720095992088318,inner,0.20252138376235962
1596,diffus,0.09684939682483673,sarscov2associ,0.2024817168712616
1597,zolpidem,0.09677337110042572,news,0.202349454164505
1598,covid19rel,0.09669318050146103,μgm3,0.20224951207637787
1599,site,0.09667316824197769,108,0.2022005319595337
1600,reintroduct,0.09661292284727097,dose5to,0.2021968960762024
1601,postpon,0.09652738273143768,twelv,0.20219415426254272
1602,campania,0.09648340195417404,dialysi,0.20208744704723358
1603,purchas,0.09641674160957336,0968,0.20194071531295776
1604,appreci,0.09636469185352325,2988,0.2016005516052246
1605,midmarch,0.09630782902240753,composit,0.20113641023635864
1606,kinet,0.09626904129981995,ucla,0.2008197158575058
1607,african,0.09621935337781906,handl,0.20077109336853027
1608,huanan,0.09621626883745193,3049,0.20066499710083008
1609,glucos,0.09593623131513596,misinform,0.20051667094230652
1610,cannot,0.09587793052196503,temporarili,0.20049351453781128
1611,submicron,0.0958389937877655,swabposit,0.20019066333770752
1612,inactiv,0.09577358514070511,meet,0.199961856007576
1613,foreign,0.09553557634353638,chronic,0.19990494847297668
1614,summar,0.09551139175891876,urban,0.199525386095047
1615,termin,0.09539462625980377,957,0.19908584654331207
1616,ace2,0.09531459212303162,suspect,0.19897614419460297
1617,metaregress,0.09527570009231567,sarsco,0.1988910436630249
1618,happen,0.09517721831798553,shift,0.19878311455249786
1619,118313909,0.0951237678527832,condens,0.19867098331451416
1620,anesthesiolog,0.09510408341884613,spous,0.19847771525382996
1621,sanif,0.09505462646484375,49,0.19846156239509583
1622,solv,0.09497779607772827,impli,0.19843006134033203
1623,0127,0.09497123956680298,cochran,0.19825479388237
1624,intraven,0.09496472030878067,peak,0.19821709394454956
1625,hypoglycem,0.09484530985355377,fmt,0.1979835033416748
1626,cumul,0.0947100892663002,bundl,0.197783425450325
1627,strong,0.09470683336257935,closedist,0.19770750403404236
1628,cure,0.09468281269073486,cleans,0.19759845733642578
1629,dentist,0.09464529156684875,diseasehistori,0.19758740067481995
1630,doubl,0.0945543497800827,s1,0.19755232334136963
1631,erad,0.09450361132621765,36,0.1974996030330658
1632,herp,0.09449978917837143,discov,0.1974257230758667
1633,87,0.09440308064222336,linger,0.19741052389144897
1634,burn,0.09430617094039917,diarrhea,0.19737035036087036
1635,sore,0.09420956671237946,propens,0.19727006554603577
1636,anti,0.09419669210910797,mothernewborn,0.19693326950073242
1637,assumpt,0.09412900358438492,ecmo,0.19661638140678406
1638,suffici,0.09399359673261642,sciencedirect,0.19660641252994537
1639,68,0.09398039430379868,invitro,0.19638390839099884
1640,born,0.09396208822727203,guid,0.1963423490524292
1641,074092,0.09385348111391068,barrier,0.1962328851222992
1642,r20037,0.09384128451347351,374409,0.1959208846092224
1643,reusabl,0.09372685849666595,883,0.19584883749485016
1644,curv,0.0936313346028328,73,0.19583390653133392
1645,kind,0.09361837804317474,technolog,0.19573786854743958
1646,cultur,0.09358583390712738,born,0.19570134580135345
1647,latenc,0.09354639798402786,sensit,0.1954769492149353
1648,target,0.09354528784751892,epistaxi,0.19542443752288818
1649,linkag,0.09339885413646698,membran,0.19534064829349518
1650,baselin,0.09336553514003754,termin,0.1951293796300888
1651,v2,0.09326194226741791,cover,0.19464072585105896
1652,patholog,0.09323295205831528,place,0.1944591999053955
1653,prehospit,0.09319960325956345,dolquine®,0.19436874985694885
1654,google®,0.09319095313549042,obes,0.1941845715045929
1655,weigh,0.09309057891368866,discrimin,0.1939617395401001
1656,section,0.09302634000778198,seek,0.19383907318115234
1657,tracheobronchi,0.09295833110809326,dosag,0.19314002990722656
1658,embargo,0.09293321520090103,customiz,0.1930297315120697
1659,ear,0.09290657937526703,inspiratori,0.19302763044834137
1660,urgent,0.09286476671695709,preliminari,0.19295525550842285
1661,recogn,0.09285053610801697,provinc,0.19266673922538757
1662,neither,0.09284697473049164,uncommon,0.19249334931373596
1663,old,0.09283463656902313,cohes,0.19235345721244812
1664,cimetidin,0.09268590807914734,dynam,0.19220784306526184
1665,massachusett,0.09266531467437744,baselin,0.19176366925239563
1666,front,0.0926491916179657,implic,0.19154608249664307
1667,statu,0.09248627722263336,facetofac,0.191420316696167
1668,antiinflammatori,0.0924626886844635,confin,0.19135501980781555
1669,plausibl,0.09236637502908707,approxim,0.19127419590950012
1670,34,0.09228236228227615,septemb,0.19071167707443237
1671,267,0.09225355088710785,116,0.19021564722061157
1672,736,0.09203363209962845,invas,0.18994049727916718
1673,extract,0.09203195571899414,ambulatoryeeg,0.1898922324180603
1674,163,0.09200126677751541,hyposmiaanosmia,0.18974697589874268
1675,monik,0.09198758006095886,04,0.189347505569458
1676,202,0.09196680784225464,coordin,0.18928253650665283
1677,notwithstand,0.09189523756504059,nanofibr,0.18921154737472534
1678,properli,0.0918717309832573,consider,0.18918806314468384
1679,democrat,0.09186768531799316,parallel,0.18916821479797363
1680,bedtim,0.0918647050857544,graphen,0.18895626068115234
1681,rhinoviru,0.09181901812553406,exempt,0.188933864235878
1682,0968,0.0917784720659256,stratum,0.1886553019285202
1683,insight,0.09171582758426666,019,0.1885233223438263
1684,local,0.0916941836476326,favor,0.18846175074577332
1685,impli,0.09157729148864746,chin,0.18841233849525452
1686,encephalopathi,0.09152363985776901,798,0.1883348524570465
1687,αgal,0.0914829671382904,benefitrisk,0.18815457820892334
1688,client,0.09142754226922989,aggress,0.18807223439216614
1689,inher,0.09131097793579102,infectedexpos,0.18801066279411316
1690,20b,0.091303750872612,declar,0.1879444569349289
1691,intraocular,0.09119153767824173,ask,0.18783509731292725
1692,peak,0.0911150872707367,offer,0.18780675530433655
1693,breathabl,0.09094922244548798,compos,0.18777796626091003
1694,hard,0.09094248712062836,pronounc,0.18761885166168213
1695,scholar,0.09078037738800049,20c,0.18754155933856964
1696,1317,0.09071321785449982,digest,0.1874394416809082
1697,400,0.09063941240310669,139,0.18743044137954712
1698,afterward,0.09061873704195023,9467,0.18729621171951294
1699,alloc,0.09054438024759293,unexpect,0.1872953176498413
1700,sant,0.09029155224561691,notsosever,0.1871325969696045
1701,thromboembol,0.09028701484203339,1215,0.18706578016281128
1702,dispos,0.09021755307912827,past,0.18659615516662598
1703,fiftyfour,0.09020626544952393,untoward,0.18656863272190094
1704,500000,0.09011909365653992,thailand,0.18633311986923218
1705,885,0.09009528160095215,dearth,0.18628627061843872
1706,669,0.09007721394300461,chief,0.18610894680023193
1707,nonetheless,0.0900314673781395,approach,0.1859428584575653
1708,pathway,0.09001539647579193,sole,0.18575429916381836
1709,fullfac,0.08986212313175201,pcrposit,0.18560345470905304
1710,classifi,0.0898553803563118,racismrel,0.18548063933849335
1711,rel,0.08983523398637772,trade,0.18515217304229736
1712,1500,0.08981900662183762,20150,0.18490999937057495
1713,version,0.08978568762540817,sant,0.18484725058078766
1714,higher,0.08964775502681732,tighten,0.18475094437599182
1715,futur,0.08958015590906143,core,0.184689462184906
1716,union,0.08954547345638275,inhal,0.1844882071018219
1717,presid,0.089449942111969,lead,0.18448221683502197
1718,adolph,0.08943717181682587,hotel,0.18448124825954437
1719,isol,0.08941076695919037,therapeut,0.1843836009502411
1720,grow,0.0893687754869461,absorb,0.18438014388084412
1721,trend,0.08935174345970154,819,0.18426258862018585
1722,u071,0.0892937183380127,titl,0.1841413378715515
1723,behaviour,0.08921802788972855,warsaw,0.18397966027259827
1724,ration,0.08921772241592407,joint,0.1835029423236847
1725,upregul,0.08919237554073334,1030,0.1834486722946167
1726,higherrisk,0.08905601501464844,rt,0.18341009318828583
1727,shanghai,0.08900977671146393,serial,0.18334844708442688
1728,threelevel,0.08900628983974457,donor,0.18306241929531097
1729,reson,0.0889672115445137,accumul,0.18270400166511536
1730,goggl,0.0888519287109375,preprocedur,0.1824190616607666
1731,rather,0.08871804177761078,retinopathi,0.18207238614559174
1732,taiwan,0.0885467454791069,bloodbodi,0.18178662657737732
1733,gland,0.08854612708091736,webbas,0.18176673352718353
1734,governmentl,0.0885043740272522,lift,0.18174965679645538
1735,nonmaskwear,0.08849218487739563,1481,0.18165922164916992
1736,20192020,0.08846434950828552,cov,0.181597501039505
1737,overload,0.08838888257741928,oklahoma,0.18159204721450806
1738,inclus,0.08838645368814468,3060,0.18148478865623474
1739,sign,0.08836492151021957,south,0.1812591850757599
1740,seem,0.08829064667224884,shelter,0.18122224509716034
1741,3847,0.08822567760944366,suspend,0.1812085062265396
1742,creactiv,0.08818864822387695,introduc,0.1811026930809021
1743,interferonγ,0.08818671107292175,princess,0.18108737468719482
1744,minimum,0.08812589943408966,reserv,0.18096092343330383
1745,tamoxifen11known,0.08804618567228317,selfprotect,0.18087515234947205
1746,nursingassist,0.08801702409982681,fit,0.18082663416862488
1747,iraqi,0.08795560151338577,glucose6phosph,0.18066208064556122
1748,fight,0.08789673447608948,gammacoronaviru,0.18051651120185852
1749,15·9,0.0878860279917717,resili,0.1804163157939911
1750,nct04401202,0.08788585662841797,peptid,0.18033874034881592
1751,epro,0.0878639817237854,antiretrovir,0.18014460802078247
1752,statelevel,0.08781864494085312,read,0.18011140823364258
1753,space,0.08781686425209045,aggreg,0.17991481721401215
1754,obstacl,0.0877748504281044,mellitu,0.1797826588153839
1755,mothernewborn,0.0876876562833786,587,0.17967073619365692
1756,sheath,0.08762633055448532,tracheostomi,0.17963851988315582
1757,hyperinflamm,0.08754192292690277,pool,0.17957362532615662
1758,epicent,0.08746299892663956,dri,0.17956027388572693
1759,conflict,0.08746108412742615,agreement,0.17916104197502136
1760,check,0.08740554749965668,1mean,0.17903846502304077
1761,lumefantrin,0.08726672828197479,herbal,0.17902226746082306
1762,classif,0.08709684759378433,medlin,0.17878389358520508
1763,666,0.08702092617750168,667,0.17871837317943573
1764,mark,0.08697135746479034,ireland,0.17848914861679077
1765,cahnso,0.08691969513893127,nursingassist,0.17840850353240967
1766,aspect,0.08689622581005096,expel,0.17822077870368958
1767,higheffici,0.08689486980438232,properli,0.17821921408176422
1768,374409,0.08688590675592422,lo,0.17817796766757965
1769,bowel,0.08684440702199936,allopath,0.1781638264656067
1770,refut,0.08680951595306396,headtohead,0.1778353601694107
1771,agehealthcar,0.08679211139678955,pose,0.17778219282627106
1772,wastewat,0.08670087158679962,precis,0.17730455100536346
1773,ultraviolet,0.08655428886413574,erad,0.17727690935134888
1774,refer,0.08653196692466736,selfextract,0.1770428866147995
1775,oxygen,0.08641654253005981,0013,0.17680105566978455
1776,defect,0.08638519048690796,660–666,0.176712304353714
1777,opportun,0.08627626299858093,202,0.1760907769203186
1778,retrospect,0.08627304434776306,falseneg,0.17597874999046326
1779,broadli,0.0862254723906517,newspap,0.1758536398410797
1780,pollut,0.08610846102237701,north,0.17580802738666534
1781,ffp3n95,0.0860719084739685,exploratori,0.1756824553012848
1782,plan,0.08591558784246445,361396,0.17504268884658813
1783,arbidol,0.08585261553525925,spare,0.17460164427757263
1784,001,0.08544786274433136,85,0.17460092902183533
1785,technician,0.08530652523040771,furthermor,0.1744069755077362
1786,mine,0.08524397015571594,tulan,0.1742534637451172
1787,interperson,0.08520480990409851,rail,0.17411310970783234
1788,inappropri,0.08499786257743835,reopen,0.1738288551568985
1789,throughout,0.08499027788639069,decad,0.17377223074436188
1790,heal,0.08491235971450806,1317,0.17373281717300415
1791,most†,0.08483492583036423,6000,0.17351822555065155
1792,fortun,0.0848069116473198,256,0.17340503633022308
1793,donor,0.08475016057491302,sharp,0.17336903512477875
1794,scarf,0.08466250449419022,1may,0.17307746410369873
1795,unus,0.08463835716247559,server,0.17283090949058533
1796,virolog,0.08463697880506516,alreadi,0.1728089451789856
1797,nowaday,0.08463507890701294,splenectomi,0.17264237999916077
1798,market,0.08449576050043106,intensivist,0.17259293794631958
1799,smr,0.08421263843774796,swipe,0.17254076898097992
1800,400mg,0.0842122733592987,morbid,0.17237979173660278
1801,movement,0.08416701853275299,open,0.17234700918197632
1802,pau,0.08406005799770355,immunoassay,0.17229586839675903
1803,155,0.083840511739254,edema,0.17211878299713135
1804,139,0.08377979695796967,endoscop,0.17210590839385986
1805,cabin,0.08373942971229553,thu,0.17210109531879425
1806,intrautero,0.083712637424469,postpon,0.17209935188293457
1807,82,0.0836818516254425,multicentr,0.17205923795700073
1808,counti,0.08367515355348587,somewhat,0.17178595066070557
1809,white,0.08356833457946777,refus,0.17163115739822388
1810,particul,0.08336532860994339,underli,0.17149841785430908
1811,antigen,0.08332210779190063,juli,0.17141196131706238
1812,strongest,0.08324694633483887,probe,0.17126435041427612
1813,ratio,0.08320263028144836,disrupt,0.1711799055337906
1814,abnorm,0.08312429487705231,kit,0.1710113286972046
1815,nm,0.0831228718161583,misconcept,0.1709006279706955
1816,883,0.08299799263477325,cellulos,0.17085903882980347
1817,anaesthesia,0.08295413851737976,parenchym,0.1706525683403015
1818,prompt,0.08293496072292328,exampl,0.17053401470184326
1819,m2,0.08283830434083939,hubei,0.170415997505188
1820,web,0.08262421190738678,virul,0.17029054462909698
1821,epidemiolog,0.08247967809438705,unfold,0.1702127307653427
1822,depend,0.08246233314275742,incorpor,0.17014119029045105
1823,syracus,0.08236394822597504,2530,0.17012763023376465
1824,fangcang,0.08236353099346161,arteri,0.1700931191444397
1825,n24,0.08224347978830338,3121,0.16990478336811066
1826,profound,0.08214402943849564,rpb,0.16978666186332703
1827,sick,0.08212501555681229,2017,0.16978244483470917
1828,state,0.0820704773068428,faci,0.16974416375160217
1829,18105,0.08203957974910736,multidisciplinari,0.16937926411628723
1830,275,0.0819578468799591,storag,0.16930551826953888
1831,0026,0.08178698271512985,ever,0.16889804601669312
1832,manual,0.0816914513707161,sell,0.1688307672739029
1833,composit,0.08167973160743713,filer,0.16872745752334595
1834,0·22,0.08164424449205399,poor,0.1687156707048416
1835,vast,0.0816168487071991,placeboequival,0.1686953604221344
1836,daytoday,0.08160350471735,variabl,0.16863201558589935
1837,vehicl,0.08155012130737305,cours,0.16848158836364746
1838,collat,0.08151669800281525,transfect,0.1683942973613739
1839,dentistri,0.08146151155233383,alway,0.16805146634578705
1840,8th,0.08142819255590439,usa,0.16790632903575897
1841,1809,0.081427201628685,qom,0.16777634620666504
1842,1juli,0.08135739713907242,sex,0.1677725911140442
1843,amplifi,0.0813269093632698,fulli,0.16749903559684753
1844,lab,0.08130079507827759,al,0.16737636923789978
1845,shape,0.08121057599782944,8267,0.1671641618013382
1846,75,0.08118325471878052,thermal,0.1669686734676361
1847,abdulaziz,0.08117620646953583,desir,0.16689838469028473
1848,galα13galβ14glcnacr,0.08117231726646423,mouth,0.16671420633792877
1849,allopath,0.08110137283802032,eu,0.16656285524368286
1850,georgia,0.0810784325003624,freetext,0.16655123233795166
1851,bigger,0.08104363083839417,admission2pati,0.16651231050491333
1852,0,0.08103879541158676,zero,0.16634002327919006
1853,proceed,0.08096905052661896,nct04401202,0.16633309423923492
1854,expel,0.08068337291479111,kind,0.1662897914648056
1855,281314,0.08063864707946777,prospero,0.16625908017158508
1856,passeng,0.08056991547346115,033,0.166000097990036
1857,cheer,0.0804949551820755,415,0.16580262780189514
1858,hcz,0.0804334282875061,give,0.16578513383865356
1859,3204,0.08041131496429443,line,0.1657019406557083
1860,granol,0.08038648962974548,alon,0.1655580699443817
1861,confer,0.08027102053165436,defens,0.16527366638183594
1862,sar,0.08015292882919312,carbon,0.16526536643505096
1863,rearrang,0.08006557822227478,634,0.16523295640945435
1864,pregnanc,0.0800102949142456,11303730,0.1651378720998764
1865,achiev,0.07997892796993256,renal,0.16497129201889038
1866,660–666,0.07980980724096298,hospitalis,0.1648920625448227
1867,×,0.07977990061044693,solid,0.16467100381851196
1868,caution,0.0796041488647461,15402988,0.16461335122585297
1869,medlin,0.07951921224594116,assign,0.1645231544971466
1870,unawar,0.07946838438510895,28,0.16419565677642822
1871,creativ,0.07939779758453369,iran,0.16419149935245514
1872,propos,0.07938545197248459,anosmia,0.163954958319664
1873,view,0.07933621853590012,inpati,0.1639445424079895
1874,429,0.07928252220153809,wherea,0.1638113558292389
1875,suspend,0.07928064465522766,gentleman,0.1637965887784958
1876,purpos,0.07927987724542618,cubicl,0.16378286480903625
1877,densiti,0.07926525175571442,salt,0.1635688841342926
1878,alreadi,0.07920883595943451,alcoholbas,0.1635180413722992
1879,store,0.07910989224910736,2300000,0.16350270807743073
1880,avoid,0.07903534173965454,gradual,0.16349968314170837
1881,sarscov2covid19,0.07888820767402649,transport,0.16348925232887268
1882,compounds2curr,0.07876932621002197,task,0.1634315699338913
1883,0·34,0.07876508682966232,allplex,0.16332584619522095
1884,lymphocytopenia,0.07849949598312378,myocard,0.1631770133972168
1885,nose,0.0783911794424057,circadin®,0.1630176603794098
1886,equival,0.07838733494281769,cope,0.1628120094537735
1887,sepsi,0.07837780565023422,januari,0.16274788975715637
1888,mass,0.07826972752809525,collat,0.16218812763690948
1889,20152019,0.07806582748889923,telemedicin,0.16198310256004333
1890,extens,0.0779275894165039,hypersensit,0.1618991494178772
1891,suscept,0.07783852517604828,interv,0.16186532378196716
1892,213,0.07783594727516174,populationbas,0.16168725490570068
1893,encrypt,0.07778523117303848,suboccipit,0.16128188371658325
1894,arrang,0.07767851650714874,cheek,0.16106271743774414
1895,elucid,0.07765918970108032,steril,0.16103488206863403
1896,utah,0.07762465626001358,ignor,0.16103316843509674
1897,sarscov2pcr,0.07745298743247986,enough,0.1609465777873993
1898,featur,0.07744652032852173,along,0.16092148423194885
1899,cotton,0.07742365449666977,334,0.16069385409355164
1900,comprehens,0.07739585638046265,oncedaili,0.1605839729309082
1901,11303730,0.07734543085098267,413,0.16057851910591125
1902,episod,0.07733526825904846,elect,0.16049329936504364
1903,eg,0.07732271403074265,sore,0.1604110598564148
1904,cisaprid,0.07722992449998856,price,0.16040164232254028
1905,osdi,0.07719206809997559,action,0.1601848304271698
1906,1intervent,0.0771292895078659,bid,0.16015326976776123
1907,hypercoagul,0.07710782438516617,repeatedli,0.16005593538284302
1908,zealand,0.07708625495433807,001,0.16004838049411774
1909,10001300,0.07701811194419861,diminish,0.16002731025218964
1910,northcentr,0.07694492489099503,introduct,0.15984350442886353
1911,visibl,0.07692557573318481,henc,0.15982568264007568
1912,log10,0.07690876722335815,biopsi,0.15981799364089966
1913,chemistri,0.07687661796808243,dysfunct,0.15965116024017334
1914,880,0.07683513313531876,clean,0.1595207303762436
1915,297,0.07681819796562195,ozon,0.15945374965667725
1916,infectionnot,0.07669045031070709,evolut,0.15931877493858337
1917,pivot,0.0766882672905922,reproduct,0.15927080810070038
1918,fluvoxaminetreat,0.07645653188228607,telehealth,0.15925073623657227
1919,egypt,0.07642336934804916,destruct,0.1591418832540512
1920,exemplifi,0.07631973922252655,portacount,0.1590011864900589
1921,regress,0.07623596489429474,self‐protect,0.15890181064605713
1922,451,0.07608700543642044,embas,0.15864548087120056
1923,either,0.07601076364517212,residu,0.1586441993713379
1924,worsen,0.07598183304071426,bhutta,0.15856021642684937
1925,item,0.07594656944274902,flow,0.1584625244140625
1926,absorb,0.07593780010938644,amiodaronehereditari,0.15841716527938843
1927,2·02,0.07590220123529434,corticosteroid,0.1583605408668518
1928,prophylact,0.07569754868745804,discharg,0.15835794806480408
1929,principl,0.07561548054218292,golden,0.15831932425498962
1930,blockag,0.07537723332643509,bidirect,0.15788662433624268
1931,mistak,0.0753505527973175,decid,0.15753400325775146
1932,offic,0.07534902542829514,rtpcr,0.1574583649635315
1933,clarifi,0.07534779608249664,565,0.15711507201194763
1934,favour,0.0753234401345253,bigger,0.1570325493812561
1935,glycosyl,0.0753018781542778,turn,0.15700912475585938
1936,glucose6phosph,0.07523027062416077,arbidol,0.156987264752388
1937,postnat,0.07520438730716705,12415,0.1569717973470688
1938,instruct,0.0751834511756897,074092,0.15694382786750793
1939,10·6,0.07513454556465149,layer,0.15667757391929626
1940,exponenti,0.0750836655497551,candid,0.156672865152359
1941,ethanol,0.07496124505996704,13479434,0.15644735097885132
1942,ormay,0.07492229342460632,1520,0.15620648860931396
1943,princesa,0.0748656764626503,firstserv,0.15616801381111145
1944,tracheostomi,0.07473228126764297,72,0.15616276860237122
1945,undertaken,0.07471581548452377,1714,0.15603719651699066
1946,tear,0.07451016455888748,notwithstand,0.15575522184371948
1947,thereaft,0.0745098888874054,180,0.1556672602891922
1948,3060,0.0744745135307312,polyest,0.1556595265865326
1949,center,0.0744645744562149,assur,0.15557190775871277
1950,94,0.07445375621318817,magnet,0.15545445680618286
1951,integr,0.07428599894046783,reson,0.15531903505325317
1952,dehydrogenas,0.0742359310388565,prioriti,0.1551256775856018
1953,employe,0.07418537139892578,acet,0.1551017463207245
1954,lumefantrine6histori,0.07417166233062744,airflow,0.155002623796463
1955,cell,0.07406823337078094,ifcc,0.15499313175678253
1956,neurophysiolog,0.0740344226360321,deposit,0.15491285920143127
1957,predict,0.0739729106426239,ascertain,0.15478527545928955
1958,spanish,0.07385778427124023,reusabl,0.15443114936351776
1959,oncologichematolog,0.07382631301879883,2015,0.15442834794521332
1960,fake,0.07371434569358826,diabet,0.1543698012828827
1961,carbohydr,0.07357416301965714,angiotensinconvert,0.1543056070804596
1962,adher,0.07356622070074081,60,0.15418854355812073
1963,chronic,0.07331770658493042,held,0.15418016910552979
1964,082,0.07330932468175888,1827,0.15411946177482605
1965,moment,0.07321324199438095,istituto,0.15389662981033325
1966,conjunct,0.07313892990350723,meter,0.15364474058151245
1967,nationalloc,0.07313407212495804,colon,0.153616264462471
1968,27,0.07297895848751068,judgement,0.1532449722290039
1969,whole,0.07279575616121292,301,0.15317456424236298
1970,sustain,0.07266639173030853,vital,0.15317180752754211
1971,enhanc,0.07260765880346298,thromboembol,0.15308667719364166
1972,sarscov2specif,0.07246807217597961,steam,0.15305283665657043
1973,vigor,0.07245000451803207,met,0.15264488756656647
1974,66,0.0724450945854187,nationwid,0.15217815339565277
1975,residu,0.07228350639343262,otolaryngolog,0.1519831120967865
1976,smaller,0.0722341313958168,k10,0.15190333127975464
1977,pregnancyspecif,0.07199811190366745,presumpt,0.15176807343959808
1978,kurdistan,0.0719851404428482,c.,0.15162323415279388
1979,immunosuppress,0.07191456854343414,deem,0.15156640112400055
1980,kidney,0.07183897495269775,0·18,0.151551753282547
1981,dialysi,0.07168958336114883,preprint,0.15148596465587616
1982,pamplona,0.07164546847343445,counti,0.15135595202445984
1983,phylogenet,0.0715915709733963,072,0.15122181177139282
1984,paramet,0.07152380049228668,538,0.1511700302362442
1985,genom,0.07133262604475021,detail,0.1511567384004593
1986,caviti,0.07133162021636963,ny,0.15111574530601501
1987,tachypnea,0.07128160446882248,asia,0.1506914496421814
1988,62,0.07124649733304977,28day,0.15067289769649506
1989,highrisk,0.07118010520935059,habitu,0.15047192573547363
1990,rank,0.07116799056529999,craniectomi,0.1504439264535904
1991,racism,0.07111223042011261,youth,0.15041427314281464
1992,gynecologist,0.07108654081821442,deserv,0.15033908188343048
1993,internet,0.07104891538619995,brief,0.15011420845985413
1994,springfield,0.07102400809526443,88,0.15000295639038086
1995,14th,0.0710228830575943,intellig,0.14975115656852722
1996,cun,0.07102250307798386,275,0.14969339966773987
1997,workgroup,0.0709618628025055,181,0.14966265857219696
1998,don,0.07091530412435532,lumefantrin,0.14960741996765137
1999,irrespect,0.07089631259441376,light,0.14960263669490814
