,ct,cos,2003,cos
1526,promis,0.09047234058380127,policymak,0.5258435606956482
1527,260,0.09040363132953644,unusu,0.5257187485694885
1528,bibliometr,0.09039951860904694,260,0.525693416595459
1529,convalesc,0.09037937223911285,followup,0.5251545906066895
1530,deceas,0.09035508334636688,chuen,0.5251051783561707
1531,dissoci,0.0903051421046257,362,0.5248500108718872
1532,scienc,0.09026670455932617,longlast,0.5248140096664429
1533,hubei,0.0901980772614479,pig,0.5247852802276611
1534,432,0.09017354249954224,doctor,0.5245864987373352
1535,influenza,0.09016970545053482,rabbit,0.5245488882064819
1536,wildtyp,0.09005596488714218,uptod,0.5244506597518921
1537,document,0.09004136174917221,cheap,0.5235925912857056
1538,evas,0.09000393003225327,measl,0.5225533246994019
1539,threaten,0.08978558331727982,diseaseassoci,0.5225061774253845
1540,lancet,0.08978395909070969,transduc,0.5222262740135193
1541,industri,0.08969677984714508,proein,0.5221644639968872
1542,nsp12nsp7nsp8,0.08968702703714371,sarscov2infect,0.5213715434074402
1543,immin,0.0896415114402771,emphasis,0.5211812257766724
1544,million,0.089602530002594,news,0.5193835496902466
1545,throat,0.08958294987678528,monoclon,0.5189708471298218
1546,naïv,0.08954888582229614,citespace56r2,0.5188068151473999
1547,myocardium,0.0894320011138916,endocrin,0.5187393426895142
1548,difficult,0.08925801515579224,orf1,0.5180900692939758
1549,organspecif,0.08921581506729126,detail,0.5177925825119019
1550,focu,0.08914133161306381,art,0.5176844596862793
1551,soon,0.08908586204051971,2016,0.5176131725311279
1552,tradit,0.08899030089378357,96,0.5170372724533081
1553,2002,0.08894681930541992,big,0.5169596672058105
1554,harm,0.08890631049871445,impair,0.5167376399040222
1555,guidelin,0.08847977966070175,dissemin,0.5166559219360352
1556,neutralizationescap,0.08847962319850922,jump,0.5166332721710205
1557,bioactiv,0.08821185678243637,function•th,0.515992283821106
1558,western,0.08821026235818863,nasopharyng,0.5157485604286194
1559,37,0.08817509561777115,peptidemhc,0.5156463384628296
1560,met,0.08809763193130493,multiplex,0.5149860382080078
1561,hyperinflamm,0.08757612854242325,profession,0.5148314833641052
1562,ace2pd,0.0875241756439209,4000,0.5146769285202026
1563,fourteen,0.08720862865447998,aerosol,0.5141682028770447
1564,male,0.08716955035924911,igmigg,0.5136404037475586
1565,around,0.08710965514183044,dentist,0.5135946273803711
1566,rehom,0.08705690503120422,hoc,0.5127043724060059
1567,older,0.08660313487052917,maximum,0.5113372206687927
1568,genu,0.08647885918617249,proce,0.5112864375114441
1569,space,0.08645106852054596,kwok,0.5109724998474121
1570,2544792,0.08641639351844788,slow,0.510951817035675
1571,synthesi,0.08641338348388672,academi,0.510833740234375
1572,fear,0.08633696287870407,kill,0.5103405117988586
1573,orf1specif,0.08628742396831512,400000,0.5101933479309082
1574,alert,0.08625337481498718,insur,0.510124921798706
1575,variat,0.08600828796625137,justif,0.509911060333252
1576,outpati,0.08599682152271271,sera,0.5091069340705872
1577,seem,0.0857766643166542,contract,0.5089854598045349
1578,replicationcompet,0.08561024069786072,household,0.5089530944824219
1579,brief,0.08558841049671173,agentbas,0.5088000297546387
1580,disinfect,0.0855696052312851,women,0.5087289810180664
1581,diabet,0.08537589013576508,tell,0.5085288286209106
1582,cold,0.0852433443069458,b0at1,0.5084633827209473
1583,covid‐19,0.08515474200248718,resembl,0.5083713531494141
1584,minimallyinvas,0.08505795150995255,throat,0.5080438852310181
1585,wbe,0.08502577245235443,hcov229,0.5073857307434082
1586,metapopul,0.08486412465572357,frontier,0.50697922706604
1587,clin,0.08475679159164429,indirectli,0.5051285624504089
1588,offic,0.08456473797559738,energi,0.5049153566360474
1589,pharmaci,0.08440904319286346,feng,0.5048967599868774
1590,724,0.08434958755970001,lianhua,0.5047826170921326
1591,34,0.08432716131210327,mechnism,0.504693865776062
1592,relationship,0.08401665836572647,pain,0.5044739246368408
1593,p0·0004,0.08396455645561218,pandemicimport,0.5042643547058105
1594,4,0.08393225818872452,mhc,0.5042509436607361
1595,ppe,0.08373837172985077,579,0.5041182637214661
1596,elicit,0.08350302278995514,rational,0.5032351613044739
1597,inflammasom,0.08349011838436127,reversetranscript,0.5026311874389648
1598,sarscovrbd,0.08324757218360901,seventeen,0.502328634262085
1599,4hour,0.0832061767578125,pathologist,0.5018447637557983
1600,guidanc,0.08319319784641266,chembl,0.5017191171646118
1601,stromalstem,0.08315706253051758,verifi,0.5016712546348572
1602,chest,0.083091601729393,microvasculatur,0.5015789270401001
1603,hand,0.08293288946151733,curb,0.5015310049057007
1604,fit,0.08281819522380829,pcr,0.5014675855636597
1605,sulfat,0.08279891312122345,novemb,0.5013376474380493
1606,fewer,0.08276193588972092,action,0.5013284683227539
1607,coronavirus‐2,0.08247117698192596,nucleocapsid,0.5012289881706238
1608,summer,0.08246022462844849,nonpathogen,0.5011682510375977
1609,certain,0.08234202861785889,genit,0.5003965497016907
1610,2500,0.08234129846096039,glycyrrhizin,0.4997008442878723
1611,load,0.08225896954536438,easili,0.4995330572128296
1612,2018,0.08224223554134369,screeningantigen,0.4994170665740967
1613,m,0.08207908272743225,competit,0.49919983744621277
1614,extens,0.0818251520395279,circulatori,0.4991385340690613
1615,surround,0.08153006434440613,himalayan,0.49857068061828613
1616,pheic,0.08151652663946152,ht,0.4974312484264374
1617,13day,0.08148735761642456,hormon,0.49664729833602905
1618,asn501,0.08145797252655029,red,0.49647724628448486
1619,peptidemhc,0.08144935220479965,counter,0.4962506592273712
1620,upon,0.08143000304698944,palm,0.49608805775642395
1621,minireview,0.08113951981067657,favipiravir,0.49526137113571167
1622,survivor,0.08109882473945618,prove,0.49499058723449707
1623,rise,0.0807620957493782,vitamin,0.49479401111602783
1624,latter,0.0806916207075119,span,0.4946645498275757
1625,23rd,0.0806494802236557,pubmed®,0.4941069781780243
1626,263,0.08062247931957245,nanosci,0.4934006929397583
1627,263270,0.08057308942079544,circul,0.49317309260368347
1628,515,0.08055948466062546,cd8,0.49311256408691406
1629,antiexpress,0.08055008947849274,microneutr,0.4930868446826935
1630,summaris,0.08054623007774353,favor,0.49283814430236816
1631,suffici,0.08045754581689835,transport,0.4928340017795563
1632,midmarch,0.08038132637739182,classif,0.49259528517723083
1633,prespecifi,0.08037576079368591,took,0.49254608154296875
1634,predictor,0.08018465340137482,donor,0.49210599064826965
1635,episod,0.07997258007526398,form,0.4917152523994446
1636,lopinavir,0.07987948507070541,brought,0.491554856300354
1637,paediatr,0.07985593378543854,revolution,0.4914557933807373
1638,nonhuman,0.07978881150484085,dozen,0.49143826961517334
1639,fast,0.07974706590175629,histopatholog,0.49082234501838684
1640,clearli,0.07962840050458908,websit,0.49002349376678467
1641,sars‐cov‐1,0.07942207157611847,toll,0.4898557662963867
1642,modifi,0.07932073622941971,nervou,0.48968902230262756
1643,broader,0.07925298810005188,unpreced,0.4894872307777405
1644,arb,0.07916859537363052,nucleic,0.4887062907218933
1645,prospect,0.07913411408662796,usual,0.4880529046058655
1646,lpvrtvifnβ,0.07896478474140167,eqtl,0.4877818822860718
1647,clarifi,0.07892986387014389,diagnosistreat,0.4876774847507477
1648,easili,0.07880304008722305,separ,0.4875785708427429
1649,psychiatri,0.07867692410945892,lab,0.4873460531234741
1650,md,0.07850804924964905,moxifloxacin,0.4870811104774475
1651,transmembran,0.07848095148801804,lond,0.48696595430374146
1652,reiter,0.07830887287855148,scant,0.48683494329452515
1653,voic,0.07824168354272842,late,0.4863467812538147
1654,heal,0.07818157970905304,surround,0.48594799637794495
1655,said,0.07813724875450134,myalgia,0.48493802547454834
1656,apriori,0.07807178795337677,shift,0.4844799339771271
1657,dysfunct,0.0779811292886734,12601263,0.48434311151504517
1658,54,0.07794308662414551,dentistri,0.4843246042728424
1659,mutat,0.07793207466602325,fold,0.48379993438720703
1660,iia,0.0779317319393158,105952,0.48370102047920227
1661,covid2019,0.07753834128379822,ifntrigg,0.4836446940898895
1662,asia,0.07750441133975983,near,0.48303675651550293
1663,n29,0.07740388065576553,unclear,0.4826590120792389
1664,03,0.07732637971639633,rule,0.48250460624694824
1665,detail,0.07724244892597198,modul,0.4820187985897064
1666,cost,0.07713361084461212,89,0.4819500744342804
1667,transcript,0.0770711600780487,scopu,0.48188427090644836
1668,verifi,0.0769026130437851,cat,0.481876015663147
1669,12601263,0.07687796652317047,n29,0.48157647252082825
1670,ifntrigg,0.07676073908805847,gmt200,0.481307715177536
1671,contributor,0.0767558291554451,ten,0.48041313886642456
1672,determin,0.07659004628658295,04,0.48036637902259827
1673,crossdepartment,0.07640160620212555,laboratoryconfirm,0.48030197620391846
1674,along,0.07637380063533783,gown,0.4799589514732361
1675,singlereview,0.07618272304534912,001,0.47945281863212585
1676,immunogen,0.07602566480636597,other,0.4793913662433624
1677,trend,0.07600708305835724,fundament,0.4791553020477295
1678,juli,0.07575567066669464,preced,0.4791092872619629
1679,awar,0.07571755349636078,oas1,0.4786003530025482
1680,postinfect,0.0757049173116684,2005,0.47854286432266235
1681,neoter,0.07570460438728333,inhibitori,0.47840553522109985
1682,precaut,0.0755433663725853,estrogen,0.47832825779914856
1683,82,0.07547824829816818,english,0.47831660509109497
1684,lack,0.07545538246631622,wang,0.47821903228759766
1685,like,0.07540914416313171,ifnlambda,0.47820407152175903
1686,polymeras,0.07527434080839157,121000,0.47743624448776245
1687,excel,0.07523240149021149,pointofcar,0.47614389657974243
1688,maker,0.07506081461906433,1000000,0.4757884442806244
1689,pediatr,0.07500837743282318,communitywid,0.47549718618392944
1690,antiinflammasom,0.07486163824796677,tradit,0.4753076136112213
1691,lin,0.07449144124984741,coverag,0.4746536910533905
1692,surfac,0.07448965311050415,dendrit,0.47431138157844543
1693,wellstructur,0.07435864210128784,humanoid,0.4742628335952759
1694,inexpens,0.07432137429714203,societi,0.47368037700653076
1695,henc,0.07398638874292374,fluorescein,0.47310739755630493
1696,women,0.07377441972494125,565,0.47299617528915405
1697,bevacizumab,0.07367520034313202,convers,0.4724966287612915
1698,pharmacophor,0.07357372343540192,trejaut,0.472481369972229
1699,lineag,0.0734122171998024,topic,0.47233060002326965
1700,devast,0.07315507531166077,sarscovneutr,0.47216707468032837
1701,gap,0.07314581423997879,solv,0.4719853699207306
1702,scheme,0.07306838035583496,sore,0.4718785583972931
1703,acutechron,0.0729990005493164,sort,0.47187507152557373
1704,reemerg,0.07293620705604553,summari,0.47187232971191406
1705,thu,0.07279214262962341,prioriti,0.4716823101043701
1706,thousand,0.07278028130531311,haplotyp,0.471433162689209
1707,ntp,0.0726969838142395,sweep,0.47138315439224243
1708,membran,0.07269115746021271,postmortem,0.4709733724594116
1709,antibiot,0.07261823117733002,ictv,0.4706547260284424
1710,vascular,0.07259652018547058,interspeci,0.47039058804512024
1711,invitro,0.07242213189601898,airport,0.47032493352890015
1712,exponenti,0.07227463275194168,dearth,0.4703010320663452
1713,diseaseassoci,0.07226162403821945,hold,0.4702109694480896
1714,sex,0.07223185896873474,uninfect,0.4691811203956604
1715,frontlin,0.07220064848661423,scale,0.46875834465026855
1716,speciesspecif,0.07213377207517624,j.,0.46842753887176514
1717,introduct,0.07195301353931427,disciplin,0.46805456280708313
1718,file,0.07188320904970169,diammonium,0.4661807119846344
1719,ikk,0.07182388007640839,handwash,0.465825617313385
1720,spotlight,0.07175515592098236,hypertens,0.4653147757053375
1721,myocard,0.07166101038455963,aris,0.46527427434921265
1722,event,0.07162617146968842,resid,0.46515485644340515
1723,keep,0.07151065766811371,qiangli,0.4640423655509949
1724,bayesian,0.07143667340278625,bia,0.46347299218177795
1725,counter,0.07131854444742203,nanotherapeut,0.4631819725036621
1726,hotspot,0.07116542011499405,bmc,0.4627290368080139
1727,maximum,0.07115638256072998,enrich,0.46256574988365173
1728,frhk4,0.07103048264980316,sexspecif,0.46192702651023865
1729,student,0.07102814316749573,histocompat,0.4609987735748291
1730,emphysema,0.07102038711309433,ihr,0.4601992964744568
1731,sequela,0.07101660966873169,cycl,0.45949938893318176
1732,certainti,0.0709993839263916,fecalor,0.45937490463256836
1733,≥,0.07090596854686737,minireview,0.45855066180229187
1734,registr,0.07087656855583191,cd209,0.45834261178970337
1735,reserv,0.07086822390556335,crude,0.458306223154068
1736,betacoronavirus,0.0707794725894928,spite,0.4582265019416809
1737,sneez,0.0706229954957962,rtqpcr,0.4581589102745056
1738,disappear,0.0704856812953949,trajectori,0.45788639783859253
1739,recommend,0.07038721442222595,immunomodul,0.457628458738327
1740,intracellular,0.07024841010570526,lifecycl,0.45712992548942566
1741,serin,0.07023997604846954,lancet,0.4566361904144287
1742,overwhelm,0.0701330229640007,138,0.4562874734401703
1743,fibrot,0.07012571394443512,fill,0.45595452189445496
1744,four,0.0700451135635376,behind,0.45495232939720154
1745,lectin,0.07003241777420044,quest,0.4546307623386383
1746,calcul,0.06987495720386505,decant,0.4544903635978699
1747,adhanom,0.06981833279132843,exogen,0.45416611433029175
1748,chill,0.06972743570804596,adjunct,0.4540649652481079
1749,mellitu,0.06969296187162399,south,0.45403656363487244
1750,royal,0.06963542848825455,216,0.4539988040924072
1751,tnfα,0.06960314512252808,entail,0.45393136143684387
1752,denot,0.06949352473020554,quantiti,0.4538090229034424
1753,variant,0.06929347664117813,cellcultur,0.45342200994491577
1754,resolut,0.06918732821941376,1087,0.4529091715812683
1755,welltim,0.06912365555763245,bibliometr,0.4526548683643341
1756,myalgia,0.06891436874866486,degre,0.4525933265686035
1757,break,0.06883005052804947,virul,0.4521942436695099
1758,principl,0.06866104155778885,hydrogenbond,0.45202210545539856
1759,goal,0.06858272850513458,extend,0.4520034193992615
1760,constant,0.06856267154216766,difficulti,0.4513856768608093
1761,proein,0.06842295825481415,67,0.45102471113204956
1762,meet,0.06829968839883804,nearli,0.45084649324417114
1763,affin,0.06820595264434814,inflammasom,0.45075368881225586
1764,145,0.06814464926719666,tcellbas,0.44924861192703247
1765,tell,0.06790314614772797,asn501,0.4491676688194275
1766,absenc,0.06786613166332245,paper,0.4484790861606598
1767,explor,0.06777745485305786,disappear,0.44843733310699463
1768,quarantin,0.06762828677892685,270273,0.44840875267982483
1769,25th,0.06760600209236145,invitro,0.4480167627334595
1770,phylodynam,0.06758593767881393,positivesens,0.44779980182647705
1771,glove,0.06753698736429214,extracellular,0.4473112225532532
1772,log,0.067437544465065,abil,0.44684135913848877
1773,400000,0.06730964779853821,scholar,0.4460984766483307
1774,quantifi,0.06696995347738266,encount,0.44578203558921814
1775,dataset,0.06691541522741318,perfect,0.4450902044773102
1776,scaffold,0.06686154007911682,bevacizumab,0.44488799571990967
1777,depend,0.06685440242290497,util,0.4448094367980957
1778,flu,0.06683753430843353,contemporari,0.44401198625564575
1779,121000,0.06681396067142487,kuiken,0.44388824701309204
1780,tropism,0.0667569562792778,169,0.4438764154911041
1781,eight,0.06666772067546844,seven,0.44355183839797974
1782,quantit,0.06666035950183868,bodi,0.44347649812698364
1783,bothersom,0.06660251319408417,thank,0.44338518381118774
1784,4000,0.06644424796104431,anxieti,0.4432578682899475
1785,j.,0.06643176078796387,lopinavirritonavir,0.44283199310302734
1786,know,0.06640087068080902,motif,0.44249704480171204
1787,barrier,0.06638362258672714,040,0.4420110881328583
1788,moxifloxacin,0.0663243979215622,dosedepend,0.4415380358695984
1789,tlr4,0.06604287773370743,crd42020180860,0.441450834274292
1790,ensur,0.06576159596443176,janu,0.44123199582099915
1791,helicas,0.06561636924743652,leukocyt,0.4410037100315094
1792,highmorbid,0.06559278070926666,15,0.4407745897769928
1793,regist,0.06558418273925781,epizoot,0.44068092107772827
1794,product,0.06555423140525818,367,0.44055503606796265
1795,h5n1,0.0654376894235611,licens,0.4405122995376587
1796,analog,0.06532534211874008,trend,0.44039076566696167
1797,demograph,0.06520590931177139,heavi,0.4391537606716156
1798,proteininhibitor,0.0647277683019638,baselin,0.43899786472320557
1799,aggrav,0.0647219866514206,kit,0.43884921073913574
1800,sars2,0.06470020115375519,priorart,0.43879348039627075
1801,perfect,0.06464824080467224,2544792,0.43854355812072754
1802,insid,0.06462608277797699,upon,0.4385368227958679
1803,3000,0.064583420753479,episod,0.4382442831993103
1804,medicin,0.0644972175359726,erad,0.4379745125770569
1805,answer,0.06442409008741379,4642,0.43792733550071716
1806,loss,0.06411445140838623,benefit,0.43788859248161316
1807,sometim,0.0639244094491005,synthes,0.4378652274608612
1808,action,0.06384247541427612,allevi,0.43682974576950073
1809,hope,0.06374834477901459,sars1,0.4365215599536896
1810,tegobuvir,0.06361257284879684,phenotypesan,0.4360925555229187
1811,movement,0.06359802186489105,pic50,0.4356542229652405
1812,ganlu,0.0633302703499794,communityacquir,0.4350608289241791
1813,leverag,0.06329993903636932,ruxolitinib,0.43501847982406616
1814,pseudovirus,0.0631246566772461,huge,0.4340124726295471
1815,565,0.06272226572036743,beyond,0.43373367190361023
1816,shufeng,0.0626387968659401,bioactiv,0.4330773949623108
1817,countermeasur,0.06261152029037476,outcompet,0.4330533742904663
1818,caviti,0.062400419265031815,offer,0.4322745203971863
1819,029,0.062341105192899704,glycanviru,0.432245135307312
1820,obliquu,0.062277812510728836,pauci,0.432223916053772
1821,backgroundto,0.06223244220018387,itali,0.43188047409057617
1822,commiss,0.06221891567111015,pdc,0.43065589666366577
1823,regular,0.062015242874622345,chan,0.4305550754070282
1824,retin,0.061936914920806885,classic,0.43031397461891174
1825,flip,0.061926696449518204,hypoxia,0.43020448088645935
1826,interpret,0.061875924468040466,littl,0.4299967288970947
1827,stronger,0.06164742633700371,microbiol,0.4294680953025818
1828,scrnaseq,0.061299413442611694,lsign,0.42888587713241577
1829,genotyp,0.060720495879650116,adhanom,0.4283658266067505
1830,485,0.06065754592418671,india,0.42834824323654175
1831,cat,0.06065746024250984,64,0.42787718772888184
1832,heparin,0.060562752187252045,chosen,0.42777708172798157
1833,kill,0.060427211225032806,infections1,0.4267788529396057
1834,familiar,0.06013338267803192,exampl,0.42618921399116516
1835,coordin,0.06001760810613632,steer,0.42590954899787903
1836,avenu,0.059996098279953,daili,0.4256799817085266
1837,steer,0.05997760593891144,dpp4,0.424521267414093
1838,nasopharyng,0.05996919050812721,safeti,0.4244697093963623
1839,wang,0.05975393205881119,vesicl,0.42431044578552246
1840,uptak,0.05972610414028168,lockdown,0.4241337180137634
1841,adhes,0.059689998626708984,458,0.4239822030067444
1842,hcov229,0.059675902128219604,p0·52,0.4234437346458435
1843,bilater,0.059588223695755005,urgentlyneed,0.4233967661857605
1844,inonotu,0.05934249609708786,irrit,0.42325395345687866
1845,minim,0.05907905846834183,immort,0.4226883351802826
1846,prolong,0.059061288833618164,"s,",0.4225988984107971
1847,resembl,0.05897161364555359,wastewatersewagewat,0.4221722483634949
1848,uncertain,0.058958351612091064,vitro,0.422124981880188
1849,legisl,0.0588923878967762,fit,0.42190587520599365
1850,quicker,0.05885642021894455,depict,0.4218500852584839
1851,middleeast,0.05882075056433678,sometim,0.42179566621780396
1852,immunomodul,0.05875987559556961,zhou,0.4215580224990845
1853,distinct,0.05872119218111038,2019ncovimport,0.42130574584007263
1854,headach,0.05863046646118164,coronavirus2019,0.4207788109779358
1855,nsaid,0.058324240148067474,485,0.42050468921661377
1856,directorgener,0.05825508013367653,kappa,0.42012983560562134
1857,475,0.058203455060720444,avenu,0.42002376914024353
1858,transfer,0.058171968907117844,orf1specif,0.4198499917984009
1859,cleavabl,0.058016642928123474,unbalanc,0.41969698667526245
1860,preclin,0.0579797700047493,nih,0.4196925163269043
1861,indic,0.05779286473989487,pharmacolog,0.4194473624229431
1862,itali,0.05777265131473541,facil,0.41906219720840454
1863,pig,0.05751752108335495,vs,0.41899484395980835
1864,≤60,0.05745610594749451,decid,0.41881799697875977
1865,plaqu,0.0574197843670845,dysregul,0.4187055230140686
1866,nausea,0.05732152238488197,manner,0.4186605215072632
1867,datadriven,0.05729197338223457,12residu,0.41802728176116943
1868,14th,0.05717473477125168,sulfat,0.41783803701400757
1869,glaucoma,0.05710981413722038,sought,0.4172765016555786
1870,unusu,0.057020485401153564,latter,0.41713565587997437
1871,indepth,0.057020049542188644,inde,0.4170593023300171
1872,expect,0.05700348690152168,deceas,0.4170079529285431
1873,less,0.05682813376188278,give,0.41695716977119446
1874,appropri,0.056814007461071014,cd4,0.4166611433029175
1875,epizoot,0.056733354926109314,chill,0.4161895513534546
1876,die,0.056648001074790955,optim,0.4160594642162323
1877,1696588,0.05656379461288452,prisma,0.415736585855484
1878,iter,0.056271255016326904,hl,0.4157014489173889
1879,attack,0.056145668029785156,prolifer,0.41512906551361084
1880,noninfect,0.055666305124759674,feasibl,0.4150339663028717
1881,exacerb,0.05557314679026604,danger,0.41486215591430664
1882,communitywid,0.055379558354616165,id,0.41476792097091675
1883,exploit,0.05521921068429947,forget,0.4146827161312103
1884,consult,0.05510363355278969,"c,",0.41447556018829346
1885,microbiolog,0.055097587406635284,outpati,0.4144398272037506
1886,partli,0.05498914048075676,mous,0.41402560472488403
1887,wit,0.05495370924472809,multispecif,0.4137069582939148
1888,catchup,0.054919663816690445,adjuv,0.4137059152126312
1889,twenti,0.05470675230026245,clec4m,0.41349712014198303
1890,androgen,0.05464679002761841,briefli,0.4130140542984009
1891,pyranonigrin,0.054506465792655945,sars‐cov‐1,0.41241246461868286
1892,pneumomediastinum,0.054452862590551376,clade,0.4123055338859558
1893,tanshinketolacton,0.05443667247891426,868,0.4117772579193115
1894,pair,0.05439654737710953,reiter,0.41162699460983276
1895,pattern,0.053972408175468445,claim,0.41158217191696167
1896,bloodbrain,0.053933240473270416,clementin,0.411421537399292
1897,70,0.053792890161275864,475,0.4104817509651184
1898,situat,0.05373573303222656,applic,0.4104427099227905
1899,complianc,0.05369408801198006,pimst,0.41023725271224976
1900,classif,0.053395289927721024,reemerg,0.4101879298686981
1901,ifnlambda,0.05332345515489578,break,0.40975260734558105
1902,nanobiotechnolog,0.053245753049850464,longterm,0.4093850553035736
1903,air,0.05293760821223259,biochem,0.40861234068870544
1904,seen,0.052585065364837646,nanodrug,0.4085465669631958
1905,pubchem,0.0524093434214592,reservoir,0.4083150625228882
1906,sepsi,0.052302971482276917,neuropatholog,0.4081283211708069
1907,singl,0.051995471119880676,e.,0.4079976975917816
1908,clpro,0.051990728825330734,134,0.4066731631755829
1909,novemb,0.051959436386823654,nanotox,0.40667062997817993
1910,clock,0.05184251815080643,peptidas,0.40639418363571167
1911,46,0.05182924121618271,sign,0.40619534254074097
1912,repurpos,0.05182862654328346,tilt,0.4055887460708618
1913,n-,0.05182177945971489,dismiss,0.4051682949066162
1914,attract,0.05157339200377464,covid‐19,0.4041144847869873
1915,pharmacokinet,0.05117305740714073,stat,0.40364792943000793
1916,advantag,0.05114287883043289,tripl,0.4035850465297699
1917,extrem,0.05062227323651314,ghebreyesu,0.4033937156200409
1918,qiangli,0.05057408660650253,sarspatientday,0.40275275707244873
1919,jan,0.0504223108291626,32443,0.4027175307273865
1920,multitud,0.05041159689426422,amino,0.4021146893501282
1921,pcr,0.05019725114107132,airborn,0.401969313621521
1922,get,0.05014166980981827,nat,0.4014587998390198
1923,transport,0.050103701651096344,tree,0.4013194441795349
1924,dentistri,0.04977921396493912,stress,0.4011184573173523
1925,nasal,0.04952870309352875,pantoprazol,0.4011150598526001
1926,competit,0.04952816292643547,save,0.4009716510772705
1927,descript,0.04919169098138809,appropri,0.4009086489677429
1928,antithrombin,0.04911128431558609,rapamycin,0.4006131887435913
1929,infections1,0.04901377111673355,cellviru,0.40040040016174316
1930,nsp13,0.04897254705429077,tedro,0.4003411829471588
1931,construct,0.04894377291202545,afterward,0.39980804920196533
1932,therefor,0.04879383370280266,trigger,0.3996769189834595
1933,3400,0.048646241426467896,shufeng,0.3996216058731079
1934,hl,0.04824825003743172,huang,0.3993792235851288
1935,plant,0.04813675582408905,batll,0.3989846706390381
1936,45,0.047880545258522034,ineffect,0.3989279270172119
1937,encourag,0.04765298217535019,effectpron,0.3988639712333679
1938,safer,0.04763658344745636,viruscel,0.3986946940422058
1939,might,0.047576986253261566,virusreceptor,0.3982565999031067
1940,prognosi,0.047548964619636536,doserespons,0.3981877565383911
1941,casecontrol,0.047309573739767075,micro,0.3978671431541443
1942,michael,0.047139592468738556,ciliat,0.3978500962257385
1943,1879,0.047114744782447815,taskforc,0.39782392978668213
1944,adam17,0.047080617398023605,transgen,0.39776819944381714
1945,map,0.0469844788312912,enlarg,0.39745524525642395
1946,ruptur,0.046805351972579956,conceptu,0.3971889913082123
1947,hazard,0.045972976833581924,kind,0.3971511721611023
1948,util,0.04578310251235962,neuron,0.3968225121498108
1949,moderatecertainti,0.045736148953437805,mention,0.3967411518096924
1950,focusform,0.045666515827178955,fewest,0.3962903618812561
1951,4642,0.045534033328294754,metaanalysesstudi,0.39596372842788696
1952,sputum,0.045436859130859375,164656,0.39570772647857666
1953,syndromerel,0.0452713742852211,advis,0.3956126868724823
1954,pleural,0.04519058018922806,ischem,0.39505535364151
1955,sarscovderiv,0.045169390738010406,tocilizumab,0.39502865076065063
1956,grp78,0.04462962597608566,sarscov21458,0.39385437965393066
1957,citespace56r2,0.044548243284225464,assembl,0.39343342185020447
1958,basi,0.044485967606306076,prolin,0.3933001160621643
1959,pain,0.04447351023554802,elect,0.3931036591529846
1960,1000,0.044430747628211975,exacerb,0.3930181860923767
1961,rare,0.04441102221608162,coevolut,0.3922359049320221
1962,character,0.04421353340148926,hand,0.3920193612575531
1963,index,0.04415453225374222,hiv1,0.39107492566108704
1964,learnt,0.04372793808579445,subfamili,0.391002357006073
1965,interplay,0.04366246983408928,plethora,0.3909120559692383
1966,captur,0.04353060573339462,econom,0.39060696959495544
1967,nearli,0.043488871306180954,largescal,0.3902481496334076
1968,extrapulmonari,0.04347314313054085,creation,0.39003893733024597
1969,economi,0.04311498999595642,oper,0.3899560570716858
1970,applic,0.042824599891901016,hlab4601,0.3899448812007904
1971,admiss,0.04279688745737076,20439814,0.3888966143131256
1972,engin,0.04268888384103775,crossreact,0.38883841037750244
1973,2005,0.04266442731022835,enabl,0.3886156976222992
1974,mean,0.04240325838327408,modifi,0.38721734285354614
1975,seropreval,0.04238775372505188,full,0.3853681981563568
1976,ace,0.0423583947122097,andor,0.3847770094871521
1977,indirectli,0.04225821793079376,gs5734,0.38448238372802734
1978,charit,0.04186679422855377,convalesc,0.38436466455459595
1979,humanassoci,0.04176105186343193,onsit,0.3841550350189209
1980,transgen,0.04172264039516449,263,0.38404330611228943
1981,expans,0.0416523776948452,immunemedi,0.3839198350906372
1982,vari,0.041651636362075806,determinist,0.3838827610015869
1983,unresolv,0.04163602739572525,pave,0.38385024666786194
1984,lesson,0.04153181612491608,≥,0.3825364112854004
1985,"l,",0.041461654007434845,u251,0.3825007379055023
1986,revolution,0.04144734889268875,microscopi,0.3824509382247925
1987,572426,0.04142455756664276,pipa,0.38201138377189636
1988,interfaci,0.041337840259075165,credibl,0.3816567063331604
1989,handwash,0.041331127285957336,rare,0.38164022564888
1990,consecut,0.041287489235401154,nonhcw,0.3811691105365753
1991,devic,0.04103707894682884,fragment,0.38103187084198
1992,subcutan,0.04095683991909027,epitheli,0.3807623088359833
1993,specul,0.04084290564060211,obliquu,0.38075685501098633
1994,swing,0.04077364504337311,surfac,0.3798810541629791
1995,mental,0.0407070517539978,unabl,0.37975016236305237
1996,abdomin,0.0405891090631485,registr,0.37966006994247437
1997,11036,0.040550630539655685,14th,0.3794458508491516
1998,loop,0.04050737991929054,midst,0.3790534734725952
1999,ineffect,0.040334347635507584,curv,0.3790352940559387
