,ct,cos,imag,cos
1539,surprisingli,0.9940297603607178,interleukin6,0.9943450689315796
1540,overlook,0.9940024018287659,novel,0.9943370819091797
1541,sarscov2infect,0.99399733543396,likelihood,0.994300127029419
1542,recognit,0.9939948320388794,absent,0.994300127029419
1543,febril,0.9939919710159302,137,0.9942910671234131
1544,glucos,0.9939734935760498,bronchoscopi,0.9942779541015625
1545,0001,0.993966817855835,gave,0.9942672848701477
1546,comatos,0.9939457178115845,sediment,0.9942561984062195
1547,workup,0.9939329624176025,craniectomi,0.9942518472671509
1548,divers,0.9939249753952026,distinguish,0.9942470192909241
1549,shortli,0.9939150810241699,sarscov2infect,0.9942363500595093
1550,america,0.9939110279083252,languag,0.9942358136177063
1551,lobular,0.9938866496086121,metabol,0.9942054748535156
1552,deviat,0.9938747882843018,0001,0.994196891784668
1553,young,0.9938513040542603,ga,0.9941940903663635
1554,clearli,0.9938435554504395,alarm,0.9941879510879517
1555,directli,0.9938355684280396,647,0.9941801428794861
1556,complex,0.9938336610794067,43,0.9941783547401428
1557,novel,0.9938219785690308,leukocytosi,0.9941349029541016
1558,unremark,0.9938163161277771,glucos,0.9941152334213257
1559,647,0.9937989711761475,brainstem,0.9941005110740662
1560,concis,0.9937867522239685,social,0.9940910935401917
1561,computer,0.993780255317688,computer,0.9940826892852783
1562,alarm,0.9937708377838135,convalesc,0.9940740466117859
1563,sourc,0.9937680959701538,confid,0.9940640330314636
1564,transmembran,0.9937624335289001,sarscov2posit,0.9940470457077026
1565,illustr,0.9937616586685181,deni,0.994041383266449
1566,sarscov2posit,0.99375981092453,transmembran,0.9940386414527893
1567,updat,0.9937519431114197,erythrocyt,0.9940379858016968
1568,enceph,0.9937446713447571,arteri,0.9940333962440491
1569,web,0.993729293346405,concis,0.9940123558044434
1570,convalesc,0.9937136173248291,sarscov2neg,0.9939911365509033
1571,reservoir,0.9936995506286621,gain,0.9939857721328735
1572,bronchoscopi,0.993693470954895,lack,0.9939854145050049
1573,pathophysiolog,0.9936773180961609,tertiari,0.9939318895339966
1574,dexamethason,0.9936771392822266,clearli,0.9939281344413757
1575,brainstem,0.9936584234237671,lesson,0.9939171075820923
1576,subgroup,0.9936568737030029,2019,0.9939152002334595
1577,0025,0.9936553239822388,reconstruct,0.9939092397689819
1578,arteri,0.9936164617538452,divers,0.9939088821411133
1579,actual,0.9936102628707886,78,0.9938936233520508
1580,mark,0.9935774803161621,coronavirus2,0.9938755631446838
1581,deni,0.9935730695724487,pathophysiolog,0.9938544034957886
1582,coronavirus2,0.9935562610626221,resourc,0.9938493371009827
1583,miss,0.9935450553894043,web,0.9938457012176514
1584,metabol,0.9935321807861328,reservoir,0.9938347339630127
1585,interleukin6,0.9935315251350403,ultrasonographi,0.9938262104988098
1586,lack,0.9935265779495239,hg,0.9938009977340698
1587,shenzhen,0.9935252666473389,0017,0.9937983155250549
1588,latest,0.9935250282287598,vascular,0.9937623739242554
1589,sarscov2neg,0.9935147762298584,metaanalys,0.9937477111816406
1590,gain,0.9935075640678406,actual,0.9937348961830139
1591,metaanalys,0.9934887290000916,unremark,0.9937224388122559
1592,govern,0.9934884309768677,begin,0.9936930537223816
1593,abil,0.9934849143028259,workup,0.9936826229095459
1594,vascular,0.9934749603271484,sourc,0.993647038936615
1595,tertiari,0.9934716820716858,domin,0.993645966053009
1596,neurologist,0.9934691190719604,transform,0.993645191192627
1597,2019,0.9934600591659546,comatos,0.9936226010322571
1598,lesson,0.9934123158454895,compromis,0.9936073422431946
1599,0017,0.993403971195221,elig,0.9935811161994934
1600,visual,0.9933912754058838,go,0.9935803413391113
1601,elig,0.9933871030807495,candid,0.9935622811317444
1602,thereaft,0.9933763742446899,99,0.9935546517372131
1603,ultrasonographi,0.9933439493179321,complex,0.9935531616210938
1604,altern,0.993340790271759,visual,0.9935482740402222
1605,domin,0.9933258295059204,suboccipit,0.9935417771339417
1606,antimicrobi,0.9933167695999146,mark,0.9935301542282104
1607,99,0.9932948350906372,febril,0.9935193657875061
1608,resourc,0.9932854175567627,updat,0.9935086369514465
1609,adequ,0.9932505488395691,hypothyroid,0.9935080409049988
1610,social,0.9932459592819214,shenzhen,0.9934846758842468
1611,compromis,0.9932363033294678,smaller,0.9934813976287842
1612,urgent,0.993216872215271,residu,0.9934802651405334
1613,begin,0.9932070374488831,miss,0.9934516549110413
1614,erythrocyt,0.9932016134262085,neurologist,0.9934501647949219
1615,chloroquin,0.9931830167770386,adequ,0.9934455156326294
1616,plain,0.9931807518005371,exert,0.9934098720550537
1617,segment,0.9931755661964417,urgent,0.9934061169624329
1618,hg,0.9931492805480957,mix,0.9934016466140747
1619,mix,0.9931451082229614,transcriptionpolymeras,0.993392825126648
1620,residu,0.9931382536888123,chloroquin,0.9933785200119019
1621,78,0.9931198358535767,plasma,0.9933676719665527
1622,prothrombot,0.9931010007858276,mediastin,0.9933669567108154
1623,candid,0.9930840730667114,segment,0.9933357238769531
1624,exert,0.9930559396743774,concret,0.9933088421821594
1625,suboccipit,0.9930531978607178,plain,0.993298351764679
1626,05,0.9929857850074768,05,0.9932456016540527
1627,speckl,0.9929678440093994,govern,0.9932266473770142
1628,tracheal,0.9929370284080505,met,0.993140459060669
1629,mediastin,0.9929218888282776,glioma,0.9931343793869019
1630,overview,0.9929095506668091,610,0.9931339621543884
1631,485,0.9928832054138184,altern,0.9931275844573975
1632,met,0.9928703308105469,prothrombot,0.9930604100227356
1633,biopsi,0.9928410053253174,quick,0.99305659532547
1634,offici,0.9928296804428101,encount,0.9930523633956909
1635,610,0.9927909970283508,capac,0.9930384159088135
1636,concret,0.9927694201469421,replac,0.9930246472358704
1637,sought,0.9927445650100708,spearman,0.9930116534233093
1638,spearman,0.9927432537078857,thereaft,0.993006706237793
1639,318,0.9927411079406738,485,0.9930064678192139
1640,758,0.9927148818969727,aggrav,0.9930022358894348
1641,aggrav,0.9927005767822266,sought,0.9929933547973633
1642,hypothyroid,0.9926859140396118,numer,0.9929893016815186
1643,issu,0.9926799535751343,758,0.9929864406585693
1644,transform,0.9926609992980957,offici,0.9929804801940918
1645,patholog,0.9926535487174988,latest,0.9929642081260681
1646,excel,0.9925954937934875,speckl,0.9929418563842773
1647,smaller,0.9925909638404846,random,0.9929351806640625
1648,plasma,0.9925400018692017,excel,0.9929340481758118
1649,modern,0.9925164580345154,abil,0.9929330348968506
1650,replac,0.992503821849823,antimicrobi,0.9929251670837402
1651,institut,0.9924746751785278,variabl,0.9928863048553467
1652,certain,0.9924389123916626,biopsi,0.9928817749023438
1653,subcort,0.992385745048523,issu,0.9928390979766846
1654,capac,0.9923673272132874,318,0.9928057789802551
1655,quick,0.9923525452613831,patholog,0.9927818775177002
1656,presumpt,0.9923481941223145,preprocess,0.9927585124969482
1657,glioma,0.9923241138458252,presumpt,0.992719829082489
1658,doppler,0.9922846555709839,subcort,0.9927154779434204
1659,fibrinogen,0.9922574758529663,entri,0.9926594495773315
1660,percent,0.9922467470169067,covid19posit,0.9926519393920898
1661,transcriptionpolymeras,0.9922395348548889,doppler,0.9926480054855347
1662,incident,0.9922237396240234,incident,0.9926228523254395
1663,variabl,0.9922212362289429,tracheal,0.9926165342330933
1664,numer,0.9922200441360474,fibrinogen,0.9925795197486877
1665,inconclus,0.9921919107437134,institut,0.9925137162208557
1666,preprocess,0.992191731929779,exam,0.9924761056900024
1667,879,0.9921836853027344,partial,0.9924580454826355
1668,partial,0.992158830165863,inconclus,0.9923955202102661
1669,covid19posit,0.9921571016311646,percent,0.9923831820487976
1670,postop,0.9921471476554871,smoke,0.9923432469367981
1671,entri,0.9921293258666992,mask,0.9923233985900879
1672,421,0.9920922517776489,lobar,0.992321252822876
1673,return,0.9920884370803833,sarscov2specif,0.9923173189163208
1674,abl,0.992073118686676,overview,0.9923069477081299
1675,encount,0.9920417070388794,421,0.9922975301742554
1676,attribut,0.9919949769973755,certain,0.9922412037849426
1677,peripheri,0.9919784069061279,attribut,0.9922274351119995
1678,attempt,0.9919723868370056,came,0.992219090461731
1679,smoke,0.9919673800468445,abl,0.9922078251838684
1680,random,0.9919611215591431,45,0.9921413660049438
1681,chart,0.9919177889823914,peripheri,0.9921396970748901
1682,exam,0.9919062852859497,modern,0.9921233654022217
1683,cultur,0.9918813109397888,return,0.9920806884765625
1684,lobar,0.9918726682662964,cultur,0.9920480251312256
1685,came,0.9918583035469055,cord,0.9920318126678467
1686,milan,0.9918581247329712,aid,0.9919966459274292
1687,aid,0.9918234944343567,attempt,0.9919793605804443
1688,asthenia,0.9918156862258911,cd4,0.9919500350952148
1689,cord,0.9917267560958862,chart,0.9919474720954895
1690,pass,0.9916456937789917,879,0.9919419288635254
1691,sarscov2specif,0.9916379451751709,given,0.9919253587722778
1692,cd4,0.9916024208068848,underestim,0.9918510317802429
1693,mask,0.9915861487388611,key,0.9918447136878967
1694,avoid,0.9915687441825867,nosocomi,0.9917848706245422
1695,given,0.9915475249290466,surviv,0.9917192459106445
1696,40,0.9915333390235901,asthenia,0.9916834831237793
1697,key,0.9915109872817993,machin,0.9916832447052002
1698,least,0.9914671182632446,milan,0.9916552305221558
1699,45,0.9914036989212036,postop,0.9916397333145142
1700,nosocomi,0.9913065433502197,logist,0.9916076064109802
1701,immunodefici,0.9912739992141724,2,0.9916038513183594
1702,opportun,0.991262674331665,extra,0.9915873408317566
1703,logist,0.9912084341049194,least,0.9915676712989807
1704,appetit,0.9911842346191406,pass,0.9915437698364258
1705,underestim,0.9911810755729675,appetit,0.9915099740028381
1706,2,0.991167426109314,inde,0.9914034008979797
1707,linear,0.9911574721336365,avoid,0.9913356304168701
1708,hypothes,0.9911198616027832,linear,0.9912936687469482
1709,decompress,0.991117000579834,opportun,0.9912737607955933
1710,inde,0.9911050796508789,multiorgan,0.9912710189819336
1711,machin,0.9911019802093506,analys,0.9912705421447754
1712,multiorgan,0.9910361766815186,40,0.9912521839141846
1713,crosssect,0.9909501075744629,decompress,0.991252064704895
1714,worker,0.9908958673477173,socioeconom,0.9911388158798218
1715,hdu,0.9908723831176758,crosssect,0.9911388158798218
1716,thought,0.9908224940299988,immunodefici,0.9911093711853027
1717,began,0.9907838106155396,undergo,0.9910784363746643
1718,analys,0.990765392780304,sixteen,0.991066575050354
1719,focu,0.9907647371292114,focu,0.9909965991973877
1720,essay,0.9907028079032898,hypothes,0.9909794926643372
1721,undergo,0.9906900525093079,child,0.9909614324569702
1722,grew,0.9906895756721497,hdu,0.9909535050392151
1723,child,0.990679144859314,32,0.9909005165100098
1724,concurr,0.990665853023529,respiratori,0.9908599257469177
1725,extra,0.9906511902809143,concurr,0.9908254146575928
1726,surviv,0.9905942678451538,essay,0.990797221660614
1727,coronari,0.9905816316604614,thought,0.9907874464988708
1728,socioeconom,0.990540623664856,coronavirida,0.9906077980995178
1729,778,0.9905352592468262,270,0.9905503392219543
1730,270,0.9905034303665161,coronari,0.9905263185501099
1731,sixteen,0.9904568195343018,worker,0.9904863238334656
1732,32,0.990451455116272,began,0.9904465675354004
1733,respiratori,0.9903945922851562,mother,0.9904351234436035
1734,half,0.9903386831283569,778,0.9904249906539917
1735,milder,0.9903106689453125,milder,0.9903994798660278
1736,guillainbarré,0.9902732968330383,boy,0.9902855753898621
1737,mother,0.99024897813797,noncovid19,0.9902651309967041
1738,105,0.9901795387268066,elucid,0.9902388453483582
1739,noncovid19,0.9901345372200012,half,0.9902184009552002
1740,boy,0.9900634288787842,grew,0.9900909066200256
1741,coronavirida,0.9900503158569336,meningoenceph,0.9900784492492676
1742,elucid,0.9898971915245056,guillainbarré,0.9900776147842407
1743,qualit,0.9897832870483398,105,0.9900253415107727
1744,personnel,0.9893938302993774,0032,0.98973548412323
1745,meningoenceph,0.9893336296081543,qualit,0.9896672964096069
1746,0032,0.9892653226852417,histopatholog,0.9895563125610352
1747,histopatholog,0.9889407157897949,covid,0.9895183444023132
1748,physic,0.9888582825660706,personnel,0.9892444014549255
1749,humantohuman,0.9888443946838379,coronaviru,0.9892017841339111
1750,covid,0.9888038039207458,emiss,0.9888874292373657
1751,emiss,0.9887317419052124,humantohuman,0.9888546466827393
1752,coronaviru,0.9886218905448914,physic,0.988451361656189
1753,noncontrast,0.9882535934448242,noncontrast,0.9884138107299805
1754,pictori,0.9881017208099365,186,0.9882135987281799
1755,put,0.9879238605499268,cross,0.9881901741027832
1756,aerosol,0.9878926277160645,ferritin,0.9878147840499878
1757,cross,0.987816333770752,acut,0.987782895565033
1758,186,0.987758994102478,syndrom,0.9876909255981445
1759,multicent,0.9875043630599976,multicent,0.9876376986503601
1760,acut,0.987276017665863,aerosol,0.9875410795211792
1761,syndrom,0.9871953725814819,pictori,0.9874956011772156
1762,ferritin,0.9871777296066284,put,0.987156331539154
1763,coronavirusassoci,0.9868525266647339,42,0.9868572950363159
1764,42,0.9861091375350952,coronavirusassoci,0.9866868853569031
1765,biolog,0.9842732548713684,biolog,0.9849920272827148
1766,convers,0.279462605714798,convers,0.2805396318435669
1767,335,0.2508453130722046,335,0.25052255392074585
1768,attract,0.2425469607114792,attract,0.24580803513526917
1769,thromboembol,0.24031175673007965,rtpcrposit,0.24118496477603912
1770,rtpcrposit,0.2396354377269745,thromboembol,0.24087846279144287
1771,aod,0.23865999281406403,prostat,0.23675718903541565
1772,prostat,0.23530331254005432,aod,0.23470647633075714
1773,coupl,0.23036600649356842,coupl,0.22535490989685059
1774,axon,0.2211395502090454,princip,0.2227306365966797
1775,deal,0.21973460912704468,deal,0.22131407260894775
1776,covid‐19,0.21899260580539703,covid‐19,0.22121676802635193
1777,princip,0.2189500480890274,axon,0.2184998095035553
1778,thrombosi,0.2152111977338791,thrombosi,0.21560388803482056
1779,worst,0.2146906554698944,917,0.21431267261505127
1780,pneumonialik,0.21335968375205994,worst,0.2127997726202011
1781,917,0.21058765053749084,pneumonialik,0.2098533660173416
1782,anosmia,0.20550775527954102,kidney,0.20604923367500305
1783,kidney,0.20325475931167603,deficit,0.20294111967086792
1784,nanoparticl,0.2006145715713501,anosmia,0.20049463212490082
1785,deficit,0.19918717443943024,nanoparticl,0.1978195607662201
1786,refin,0.19597192108631134,refin,0.19546201825141907
1787,excess,0.19090941548347473,portabl,0.19397464394569397
1788,hospitalassoci,0.18993112444877625,hospitalassoci,0.18970198929309845
1789,portabl,0.18634086847305298,excess,0.1880759447813034
1790,so2,0.18581146001815796,optic,0.1858120858669281
1791,optic,0.18513667583465576,dissip,0.18405941128730774
1792,lowdos,0.1841740906238556,exceed,0.183415025472641
1793,exceed,0.18388906121253967,mb,0.1830800622701645
1794,preschool,0.18360772728919983,lowdos,0.18288679420948029
1795,dissip,0.18308649957180023,so2,0.18161264061927795
1796,dermatologist,0.18288572132587433,ph,0.18117284774780273
1797,1132,0.18196848034858704,7day,0.18116021156311035
1798,ph,0.18130840361118317,ethic,0.1810528039932251
1799,7day,0.1805168241262436,uptak,0.17878758907318115
1800,uptak,0.17935143411159515,oper,0.17865760624408722
1801,oper,0.17716363072395325,1132,0.17832067608833313
1802,mb,0.17690011858940125,dermatologist,0.17706595361232758
1803,ethic,0.17552658915519714,preschool,0.17692925035953522
1804,covid19associ,0.17427775263786316,covid19associ,0.1745883673429489
1805,composit,0.17261618375778198,biventricular,0.17311528325080872
1806,biventricular,0.17145755887031555,composit,0.17201030254364014
1807,taizhou,0.17103774845600128,cov2,0.17197561264038086
1808,consensu,0.17005887627601624,taizhou,0.17132338881492615
1809,invers,0.16983391344547272,pudong,0.1701921820640564
1810,cov2,0.16856004297733307,invers,0.16987626254558563
1811,grown,0.16640424728393555,consensu,0.16873158514499664
1812,pudong,0.1660347729921341,grown,0.16665765643119812
1813,roland,0.16356708109378815,380,0.16574910283088684
1814,angiogram,0.16340985894203186,cq,0.1646975874900818
1815,problem,0.16169831156730652,problem,0.16419601440429688
1816,380,0.16040179133415222,angiogram,0.16329507529735565
1817,cq,0.1593663990497589,broader,0.161448135972023
1818,adt,0.15802782773971558,inhospit,0.16139370203018188
1819,broader,0.15688244998455048,roland,0.16105197370052338
1820,other,0.15676414966583252,other,0.1597984880208969
1821,cdu,0.15674647688865662,adt,0.15751692652702332
1822,inhospit,0.15669147670269012,cdu,0.15671947598457336
1823,duplex,0.15596815943717957,hcw,0.1541542410850525
1824,hcw,0.15348953008651733,duplex,0.1525254100561142
1825,profil,0.15197192132472992,pm10,0.1517951339483261
1826,outlin,0.15147370100021362,automat,0.15142914652824402
1827,storm,0.15089426934719086,storm,0.15065176784992218
1828,pm10,0.1503596156835556,outlin,0.1479422003030777
1829,curv,0.14992831647396088,immunosuppress,0.14777371287345886
1830,01,0.14966179430484772,profil,0.14736855030059814
1831,automat,0.1484537571668625,01,0.14725881814956665
1832,covid‑19,0.14629831910133362,suffer,0.14651429653167725
1833,immunosuppress,0.14501123130321503,covid‑19,0.14627620577812195
1834,suffer,0.1446923315525055,curv,0.1453840434551239
1835,1317,0.1430278718471527,sarscov2hiv1,0.14379027485847473
1836,0016,0.14186936616897583,written,0.14357438683509827
1837,toler,0.1397939920425415,1317,0.14077617228031158
1838,regardless,0.13976049423217773,toler,0.1391068398952484
1839,motion,0.1390572190284729,motion,0.13888034224510193
1840,written,0.13834817707538605,0016,0.13874416053295135
1841,diagnosisscreen,0.13709525763988495,afebril,0.13815730810165405
1842,afebril,0.13695788383483887,shortag,0.13746954500675201
1843,sarscov2hiv1,0.13695228099822998,forc,0.13693596422672272
1844,forc,0.1353517770767212,regardless,0.13650572299957275
1845,kit,0.13497638702392578,diagnosisscreen,0.1360064297914505
1846,singlecent,0.13489535450935364,easier,0.13560830056667328
1847,n1,0.13451480865478516,kit,0.13556337356567383
1848,648,0.13448584079742432,wors,0.1339138150215149
1849,wors,0.1341477632522583,648,0.13362137973308563
1850,shortag,0.13402900099754333,sepsisrel,0.13292290270328522
1851,easier,0.1338661015033722,limb,0.1327279508113861
1852,815,0.13364733755588531,815,0.1321738064289093
1853,039123,0.13270989060401917,singlecent,0.13114529848098755
1854,sepsisrel,0.13256554305553436,533,0.13075941801071167
1855,533,0.13077528774738312,triag,0.13062536716461182
1856,thinner,0.13069917261600494,n1,0.1301182210445404
1857,briefli,0.12966397404670715,039123,0.1284695714712143
1858,limb,0.12933705747127533,foundat,0.12846867740154266
1859,cov,0.1288016438484192,cov,0.12825828790664673
1860,triag,0.1284342110157013,thinner,0.12805041670799255
1861,foundat,0.12680260837078094,briefli,0.12636461853981018
1862,417,0.1261916607618332,417,0.1257779598236084
1863,hematopoiet,0.1252029985189438,metastas,0.12478983402252197
1864,expens,0.1224215105175972,blocker,0.12320494651794434
1865,pet,0.12188715487718582,hematopoiet,0.12290065735578537
1866,metastas,0.12182250618934631,expens,0.12240806221961975
1867,blocker,0.12115046381950378,120,0.12085682898759842
1868,supplement,0.1206827312707901,sofa,0.1206028088927269
1869,94,0.1198003888130188,whenev,0.1202399879693985
1870,120,0.11966170370578766,supplement,0.11993521451950073
1871,ncovid19,0.11965116858482361,pet,0.1189156025648117
1872,353,0.1194041520357132,round,0.11877354979515076
1873,sofa,0.11825019121170044,ncovid19,0.11856230348348618
1874,transcriptasepolymeras,0.11785769462585449,consortium,0.11785146594047546
1875,desatur,0.1177554726600647,94,0.11711568385362625
1876,episod,0.11724922060966492,access,0.11677074432373047
1877,cutoff,0.11676383018493652,cutoff,0.1161976158618927
1878,microhemorrhag,0.11636175215244293,353,0.11498087644577026
1879,whenev,0.11615284532308578,ipvd,0.1149408221244812
1880,access,0.11465594172477722,transcriptasepolymeras,0.11472591012716293
1881,consortium,0.11438919603824615,microhemorrhag,0.11439736187458038
1882,100sn,0.11436297744512558,light,0.11416912078857422
1883,synthes,0.11408806592226028,coincid,0.11408257484436035
1884,coincid,0.11391692608594894,desatur,0.11404579132795334
1885,highsensit,0.11387769877910614,synthes,0.11389106512069702
1886,round,0.11348162591457367,livedo,0.11362478137016296
1887,48yearold,0.11257461458444595,carcinoma,0.11346995830535889
1888,µm,0.11233790218830109,highsensit,0.11334656178951263
1889,carcinoma,0.11202974617481232,familiar,0.11329963803291321
1890,ipvd,0.1113850548863411,µm,0.11207160353660583
1891,sars‐cov‐2,0.11088244616985321,100sn,0.11172603070735931
1892,livedo,0.11073344945907593,48yearold,0.11164265871047974
1893,transit,0.11016488075256348,episod,0.11137685179710388
1894,373390,0.10976974666118622,neutral,0.11095935106277466
1895,henan,0.10928571969270706,transit,0.11012408882379532
1896,neutral,0.10927966237068176,cellsul,0.10945756733417511
1897,145,0.10926827043294907,145,0.10892068594694138
1898,cellsul,0.10903077572584152,rechalleng,0.10886506736278534
1899,microbi,0.10847940295934677,sars‐cov‐2,0.10886204242706299
1900,us,0.10775583982467651,henan,0.10757730901241302
1901,light,0.10749976336956024,ab,0.10743563622236252
1902,pharmacolog,0.10739272832870483,readili,0.10736074298620224
1903,familiar,0.10695904493331909,690,0.10635369271039963
1904,creatin,0.10684429854154587,microbi,0.10627561807632446
1905,wellknown,0.10583654046058655,us,0.1058165580034256
1906,rechalleng,0.10551434755325317,hypodens,0.10522456467151642
1907,no2,0.1054859459400177,pharmacolog,0.10520486533641815
1908,act,0.1044112890958786,creatin,0.10486535727977753
1909,hypodens,0.1039305180311203,373390,0.10485339164733887
1910,ab,0.10387467592954636,act,0.10451001673936844
1911,sarscov219associ,0.10238237679004669,60,0.10421660542488098
1912,readili,0.10180211812257767,no2,0.10369369387626648
1913,60,0.10152528434991837,hemodialysi,0.10357046127319336
1914,μmoll,0.10152128338813782,sarscov219associ,0.10295163094997406
1915,690,0.10144306719303131,μmoll,0.10165779292583466
1916,zhengzhou,0.10131892561912537,wellknown,0.10161131620407104
1917,21st,0.0996309295296669,21st,0.1014564037322998
1918,hemodialysi,0.09936545044183731,autonom,0.09964227676391602
1919,unfold,0.09922722727060318,utero,0.09869113564491272
1920,endow,0.0978880524635315,asymmetr,0.09844481945037842
1921,utero,0.09783756732940674,zhengzhou,0.09814345091581345
1922,threaten,0.09754015505313873,endow,0.09805341064929962
1923,autonom,0.09682445973157883,board,0.09795574843883514
1924,68,0.09641598165035248,unfold,0.09793445467948914
1925,board,0.09638169407844543,cbc,0.09746727347373962
1926,format,0.09585606306791306,threaten,0.0972154438495636
1927,cbc,0.09578181803226471,innov,0.09671245515346527
1928,interfac,0.09543019533157349,interfac,0.0958252102136612
1929,innov,0.09534251689910889,102,0.09558930993080139
1930,cumul,0.09524480998516083,restart,0.0938444435596466
1931,overlap,0.0949779748916626,cumul,0.0934785008430481
1932,restart,0.09396706521511078,68,0.09311208128929138
1933,asymmetr,0.09374789893627167,overlap,0.0926530659198761
1934,regul,0.09287752956151962,tier,0.09229645878076553
1935,jiangsu,0.09264994412660599,format,0.09211892634630203
1936,devast,0.09227960556745529,hemispher,0.09209263324737549
1937,102,0.09173201769590378,083,0.09076741337776184
1938,hemispher,0.0915069431066513,devast,0.09027805924415588
1939,bioengin,0.09102154523134232,hematolog,0.08990830183029175
1940,north,0.09072908759117126,jiangsu,0.0898924320936203
1941,083,0.0903516486287117,pcrconfirm,0.0894923061132431
1942,homebas,0.08966165035963058,regul,0.08947771042585373
1943,tier,0.0896572694182396,bioengin,0.08875313401222229
1944,hematolog,0.08892810344696045,aortoiliac,0.08847856521606445
1945,26366,0.08853557705879211,dyspnoea,0.08813553303480148
1946,construct,0.08821041882038116,construct,0.08798864483833313
1947,particip,0.08741162717342377,propens,0.08797408640384674
1948,pcrconfirm,0.08719278872013092,homebas,0.08791427314281464
1949,dyspnoea,0.08679024875164032,26366,0.08641450852155685
1950,favor,0.08667643368244171,neurophysiolog,0.085735023021698
1951,p003,0.08666826039552689,particip,0.08464725315570831
1952,propens,0.08565422147512436,heavycrit,0.08425973355770111
1953,409,0.08394452929496765,north,0.08334337174892426
1954,devic,0.08333903551101685,409,0.08328911662101746
1955,750,0.08281930536031723,n15,0.08310716599225998
1956,heavycrit,0.08241833001375198,timeconsum,0.08266991376876831
1957,aortoiliac,0.08158304542303085,750,0.08223863691091537
1958,nearest,0.08146196603775024,devic,0.08166484534740448
1959,herein,0.0814434289932251,625,0.08059869706630707
1960,neurophysiolog,0.08113784343004227,herein,0.08055673539638519
1961,perfus,0.0807754248380661,662,0.08054765313863754
1962,mediat,0.0804603099822998,cat,0.08020250499248505
1963,n15,0.07954119890928268,330,0.08009369671344757
1964,spo2,0.07947538793087006,favor,0.07991412281990051
1965,cat,0.0792810320854187,perfus,0.07957076281309128
1966,disinfect,0.07893114537000656,p003,0.07944729179143906
1967,nine12,0.07873042672872543,nearest,0.07916934043169022
1968,bronchoalveolarlavag,0.07869431376457214,prothrombin,0.0791444331407547
1969,polypnea,0.07832495868206024,bronchoalveolarlavag,0.07867328822612762
1970,625,0.07812552154064178,guidanc,0.07793764770030975
1971,prothrombin,0.07810726016759872,spo2,0.07702252268791199
1972,timeconsum,0.07808972150087357,polypnea,0.07693284749984741
1973,topic,0.07773960381746292,cordlik,0.07673268765211105
1974,dsct,0.07739223539829254,nine12,0.07665684819221497
1975,330,0.07702778279781342,dsct,0.07659314572811127
1976,fluenza,0.07666624337434769,topic,0.07640063017606735
1977,662,0.07657555490732193,002,0.07629388570785522
1978,acquisit,0.07653377205133438,disinfect,0.07626725733280182
1979,thirdgener,0.07574117928743362,thirdgener,0.07599200308322906
1980,guidanc,0.07561629265546799,mediat,0.0756303071975708
1981,life,0.07469246536493301,complement,0.07526281476020813
1982,62,0.07339493930339813,106,0.07472841441631317
1983,131,0.07334320992231369,acquisit,0.07470358163118362
1984,ship,0.07320600003004074,fluenza,0.0746898204088211
1985,cordlik,0.07301163673400879,131,0.0745098739862442
1986,emphysema,0.07269617915153503,angiotensin,0.07432029396295547
1987,ion,0.07267756760120392,ion,0.07407141476869583
1988,caregiv,0.07253194600343704,extub,0.07395727187395096
1989,red,0.07240740209817886,life,0.07366780936717987
1990,highflow,0.07230203598737717,caregiv,0.07361418008804321
1991,cd8,0.07167141884565353,pollut,0.0736023560166359
1992,angiotensin,0.07166101038455963,62,0.0731332004070282
1993,106,0.07163435965776443,vasodil,0.07313035428524017
1994,vasodil,0.07140813022851944,emphysema,0.07253554463386536
1995,002,0.07119551301002502,interleukin,0.07250466197729111
1996,tte,0.07082463055849075,window,0.07237383723258972
1997,852,0.07058066874742508,red,0.07233655452728271
1998,window,0.07058048248291016,respir,0.07199069857597351
1999,prepartum,0.07044176757335663,traction,0.07163634896278381
